
《16.将进酒》

01.IW-ST-1 客将至
"宁小姐": 我一开始以为你是个死板的愣头青呢。
"梁洵": ......让宁小姐见笑了。
"宁小姐": ......梁大人，这些年，你做了这么多，为了什么？
"梁洵": 梁某人从未改变过心思。
"梁洵": 为家乡百姓谋福祉。
"宁小姐": ......不惜欺瞒礼部与司岁台？
"梁洵": 有什么比一方百姓的安危重要？
"宁小姐": 你知道礼部是有准备的。
"梁洵": 春雷本是冬去春来的象征。梁某人不希望这一声春雷，使三山十七峰再少一峰。
"宁小姐": ......梁大人确实是那个梁大人。
"宁小姐": 只是你到底还是不想见到我。
"梁洵": 怎么会呢？
"宁小姐": 又怎么不会呢？你的表现太明显了。
"梁洵": 官阶有别，职务在身。
"梁洵": 可如果......
"宁小姐": ......嗯？
"梁洵": 如果宁小姐只是宁小姐，梁某人怎么会不高兴呢。
"宁小姐": ......
"宁小姐": 梁大人原来也会......这般......坦诚。
梁洵举起茶杯。
杯中本无茶，倒还是饮了许久。

"年": ......三件事？
"左乐": 第一，找回酒盏。不知为何，那人向太傅全盘托出了酒盏的来历与当下的大致方位。
"年": 你们就不怕上了套？
"左乐": 第二，确保两道隐策之外，还能找到更加稳妥的方案，将此事控制在最小事态。
"年": 哦......每次涉及天下百姓的事情，大炎都显得十分谨慎嘛。
"左乐": 第三......
"年": 说吧。
"左乐": ......无论是谁，当超过三位代理人齐聚一方时，递出太傅亲笔的手谕。
"年": ......手谕？
"左乐": 没错。
"左乐": 所以，夕在哪里？

"杜小姐": 唔......我怎么......
"杜小姐": 嗯？
"夕": ......
"杜小姐": 你、你是谁......
"夕": ......把你忘了啊。
"夕": 算了，谁让你昏过去了呢。
"杜小姐": ——！
"杜小姐": 爹、爹呢！？尚冢呢！？还有那个大块头——
"夕": 别找了。
"夕": 找不到的。

"太合": ......这是......
"挑山人": 唔......

"郑掌柜": 竟能转瞬间改天换地......
"郑掌柜": 那个突然出现的女人......究竟是什么来头？

"墨魉": 嘎......
"乌有": 不是吧，还来！？

"杜小姐": 在......在画里？
"杜小姐": 你在说什么？
"夕": 说了你也听不懂。
"杜小姐": 等、等等，你要去哪儿？
"夕": 山顶。
"杜小姐": 可是忘水坪不就在——
"杜小姐": ——那座凉亭......是什么时候出现的......？
"夕": 自古而来。
(震动)
"器伥": 嗷——！
"杜小姐": 呀！
"夕": 哼。
(震动)
"夕": ......这些东西......模仿出这种东西，是在取笑我吗？

"年": 你还真是不饶人啊。
"左乐": 职责所在。
"年": ......我有个疑问，只是疑问啊。
"年": 如果我不肯听你的，司岁台打算怎么做？
"左乐": 不过是重做一遍千年前就做过的事情。
"左乐": 何况如今，我们强大，你们势单力薄。
"年": ......嚯。
"左乐": 司岁台的方针很简单，一劳永逸，永绝后患。
"年": 所以我才说，我们利害一致。
"左乐": 你只是在给自己谋退路。
"左乐": 就算我相信你，我又如何相信你能做到这件荒唐事呢？
"左乐": 如果你做不到，那你的存在会造成多少不必要的危害？司岁台是否有更“稳妥”的方式解决问题？
"左乐": 你说服不了我。
"年": ......看来还是谈不拢啊。
"年": 你怎么看？
"夕": ......问我？那不如问问你想找的那位。
"左乐": 你就是......
"夕": ......原来如此。
"夕": 这就是他所谓的大考？
"左乐": 你在说什么？
"夕": 你才是什么都不知道的那一个，小子。
"夕": 要是不想面壁思过三百年，就别拿那种眼神看我。
"左乐": ......
"克洛丝": 夕、夕小姐，别生气呀......
"夕": ......哼。
"左乐": 你们知道这只酒盏的由来。
"左乐": 交出来。
"老鲤": ......你们拜托梁洵，梁洵拜托我。你们要盏，应当去问梁洵要。
"左乐": 鲤先生明事理，应该知道其中轻重。
"老鲤": 梁洵一定有他的理由。
"左乐": ......若是宁辞秋给不出合理的解释，梁洵要为自己的独断专行付出代价。
"老鲤": ......唔。
"年": 别总这么咄咄逼人嘛，小家伙，司岁台这么想要这只......
"年": ......等等。
"年": 司岁台为什么这么想要这只盏？
"夕": 多半是那个棋痴的伎俩吧，反正他闲着也——
"夕": ——不对......他不是这种人。
"夕": 他真的还被关在京城吗......？发生了什么？
"左乐": ......
"左乐": 司岁台最近一次靠近那处寺庙时，在庙中发现了一具尸体。
"左乐": 是国手相孺，心力衰竭，呕血而死。棋盘空无一物，唯独天元有一枚黑子。
"年": ......不是说见他一面，都是禁忌吗？
"左乐": 司岁台在查。
"左乐": 可这只酒盏，无疑是揭穿他阴谋的重要线索之一。而二位，年小姐，夕小姐......
"左乐": 司岁台想请你们走一趟。
"克洛丝": ......啊哈哈，这下事情麻烦了......
"年": 啧。
"年": 他难道比我们快一步？
"夕": 何止一步？
"夕": 难怪那个老头会这么咄咄逼人。
"左乐": 那么......令小姐呢？
"左乐": 司岁台记载，他与余兽皆有不合，唯独愿与令黍二人吟诗作乐。
"左乐": 如果她还不现身，那司岁台只能——
"？？？": ......嗯......
"？？？": 你找我？

她看着日落。
走过太古与其他的时间。
其实，时间是个地方。
唯有逍遥之人，才能驻足的地方。
"令": 呼......啊......看看这景色吧。
"令": 日尽水长去......雪落月空留。
"令": 落日烧云，多娇妩媚。
"令": 如此良辰美景，你们却非要说这些败兴的话题吗？
"左乐": ......什么时候......
"令": ......嗯，你和你父亲年轻时候很像。不过......
"令": 看这满天烧云，难道你视若无睹吗？
"令": 你没有活在这天下吗？
"年": 过会儿再赞美你的夕阳吧。
"年": 我费了老大劲拖着夕来找你，可不是为了听你诗兴大发的。
"夕": ......
"令": ......好久不见，年，夕。
"令": 还有这位。
"老鲤": ......我？
"年": 嗯？你和老鲤认识？
"令": 不。
"令": 在此之前......

"老鲤？": ——
"令": 这样下三滥的手段，是否稍微有些失了品格？
"老鲤？": ......瞒不过你。
"老鲤？": 可我也没想过，你能一眼识破。
"令": 你以为你走的是谁的路？
"老鲤？": ......我也没打算真能骗过你。
"老鲤？": 再说了，是他做了个白日梦，梦见他是我罢了。
"老鲤？": 这把戏难道不是，我和你学的吗？
"令": 我醒仍是我，蝶梦还是蝶。
"令": 可他一觉醒来，还能是他吗？
"老鲤？": 谁知道呢。
"令": 这可由不得你。
"老鲤？": 真不客气啊，令。
"令": 你要是真有能耐，和大哥耍横去，欺负一个寻常人类做什么。
"老鲤？": 道不同不相为谋。
"令": 嗯？那你我就是同道了？我怎么不知道？
"老鲤？": 举杯尽欢历历在目，你倒是无情。
"老鲤？": 也对，毕竟你还扔掉了......我送你的那只酒盏。
"令": ......怎么会呢，只是对月当歌，一不留神罢了。
"令": 失望的是我才是。原来那时起，你就早早地......落下一子。
"老鲤？": 哼......哈哈......
"令": 你笑什么？
"老鲤？": 我笑年不自量力。我笑夕胆怯无能。我笑你置身事外。也笑我自己，还是这般自以为是。
"令": ......你......
"令": 你真想取而代之？

"令": ......
"老鲤": 嗯？我怎么了？干嘛看着我？
"令": 不，只是看穿了一个无聊的把戏。
"令": 你们找我做什么？
"年": 就不能是单纯想来探望一下令姐？
"夕": ......你睡着了？
"令": 嗯？
"夕": 我问，你睡着了？
"夕": 你为什么能——
"令": ......醉了就睡了嘛。
"令": 怎么？
"夕": ......
"年": ......
"夕": 你怎么做到的？
"令": 你问我怎么做到的......啊，我知道了。
"令": ......你睡不着了吗，可怜的妹妹。
"令": 因为怕做噩梦吗？
"夕": ......如果那还能叫噩梦的话。
"令": ......嗯......我们有很多年没见了。
"令": 原来你在为这种事情苦恼，你的画呢？难道你的画承载不了你的梦吗？
"令": 不......是你终于开始觉得，画，都是假的了？
"夕": 你......

"夕": ......！喂，别乱动我的画！
"年": 山头下面那些普通人也被你收进这方天地中了吧。
"令": 什么嘛......拙山枯水，心如死灰。
"令": 没意思。
"墨魉": 嘎......？
"令": 不过这些可爱的小涂鸦，倒还是那么有趣。
"令": 需要喂它们什么吗？
"年": 你应该知道我们是来做什么的。
"令": ......年。
"令": 依你的想法，我们最后会何去何从？
"夕": ......
"年": 你们别这么盯着我啊，我这不是在想嘛......
"年": ......不过，现在还不知道。
"令": 不知道啊......嗯......不知道。
"令": 不算最好的答案。

"令": 夕，刚才那幅画尽是死物，故步自封，差点意思，别留了吧。
"夕": ......轮不到你来指手画脚。
"令": 别忘了当初，给你们每个人取下一字真名的她，对你们抱有怎样的期待。
"夕": ......老黄历了。
"左乐": 你们刚才......
"令": 没什么，只是偷得片刻浮生，离这世间而去罢了。
"令": 太傅有东西要你转交给我，对吧。
"左乐": ......这不是同一件事。你们看过了手谕，还是要乖乖跟司岁台走一趟的。
"令": 为了找他。找那个......臭棋篓子。
"左乐": ......没错。
"左乐": 接着。
"令": 唔？一封信？
"令": 你所谓的太傅手谕......不对。
"令": 这个字迹......那个人......
"令": 太傅是个不苟言笑的人，他绝不会用这样的草书拟什么手谕......他没有交代你什么吗？
"左乐": 我只负责把信送到。
"令": 朝廷的信啊......久违的事情了。
"令": ......呵呵。
"年": 写给我们的？人类何时都能有这份胆魄了？我还当只有真龙和他身边的少数人够胆呢。
"令": 那你来看看内容吧。
"年": 嗯？
//////  事不过三。  //////
"年": ......！

"令": ......事不过三啊。
"年": 原来如此，确实可以说是“事不过三”了。
"夕": 字字成谶......？这绝不可能是那个老头太傅写的！
"年": 这字迹看起来像是颉，可她已经......难道是另有人仿写？可为什么是太傅的“手谕”？
"令": ......是那个臭棋篓子。看来这些年，他“学”到了不少东西。
"令": 本以为他一意孤行，应该招来大炎怒火才是......结果这一封手谕，也是他的一步棋？太傅又何必替他送信......
"夕": 喂......！
"令": 除非......太傅执白？
"夕": 喂！别嘟囔了！

三人无言。
即使是存在了漫长时间的她们，也一时无言。
风自亘古来，此时已非此刻。
"夕": ......那、那是......
"夕": 不，不可能......他连这种事情都能做到吗......
"年": 别问我啊......
"年": 只不过......哪怕只是个影子......我也不喜欢这么被它盯着。
"令": ......
"年": 夕啊，你怕了吗？
"夕": ......你不是点子挺多吗？想想办法啊。
"年": 喂，令姐。
"年": 我们得一起——你在做什么？
"令": 我突然想起来，上次酩酊大醉前，在这放了两壶酒水才是......有了有了。
"令": ......湖松酒？嗯......味道闻着还不错。
"夕": 你倒是镇静，有没有办法！
"令": 办法？什么办法？
"夕": 对付它的办法——
"令": ——对付自己的办法，需要我告诉你？
"夕": 我......
"年": ......你这次，该不会也打算袖手旁观？
"令": 怎么会呢。
"令": ......我们又见面了。
"令": 这一次，是我梦见了你，还是你梦见了我？
"“岁相”": ......
令用尾巴卷起半坛美酒，倒入那仿佛是罪魁祸首的酒盏。
对天举起。
"令": 喝酒吗？
"老鲤？": 免了。
"老鲤？": 还请其余几位，一一入座。

"老鲤": ......！发生了什么？
"老鲤": 这里是哪里？
"克洛丝": 这个感觉，就像在夕小姐的画中一样......
"左乐": 那么......你是谁？
黑夜如幕。
一个人影，端坐室中。
他的身后，挂着半幅字画。
《天圆地方》。
"老鲤？": 几位若是无事......
"老鲤？": 来陪我手谈一局？


  <行动后>


"街头青年": 怎么回事？在打雷吗？
"逛街的路人": 好像山那头在打雷啊，最近的天气是怎么了......
"逛街的路人": 嗯？山上是不是有什么东西......？
"街头青年": 啊？这谁看得清啊？

"太合": ......
"郑掌柜": 我们在这里，待了有两三日了吧。
"郑掌柜": 若是再找不到出去的办法，岂不是......
"太合": 静待即可。
"乌有": 哈哈......指不定哪天外头那位夕小姐心情好，就把咱们放出去了呢。
"乌有": 不过，那位挑夫老先生呢？
"郑掌柜": ......他儿子葬在山上，他不想在这种地方和我碰面。
"乌有": 二位的恩怨我也听说了......只是......一定要以这种方式做个了断吗？
"郑掌柜": 不然呢？
"乌有": 我只是觉得......
"郑掌柜": 你就莫要觉得了。
"郑掌柜": 旁人总以为自己什么都看得明白，但人与人之间的共情终归是有限的。
"郑掌柜": 我心里也清楚怎么做才对，什么叫“有必要”什么叫“没有必要”。大道理嘛，谁都懂。
"郑掌柜": 只是偶尔，人情还是不讲道理的。
"老船夫": ......下雨了。
"太合": ......
"乌有": 唉，我们就这么干等着，也不是个事。
"墨魉": 嘎......
"乌有": ......不然各位也试试养一只墨魉？我发现这小东西，你心平气和待它，它还挺可爱的......
"墨魉": 嘎......？
"太合": ......由此可见，司岁台警戒其人，不无道理。
"乌有": 好了好了，在这里争这个也没啥意义......不然还是进屋避雨？
"郑掌柜": 这地儿也会下雨，稀奇。
"乌有": 掉下来的居然不是墨水，确实稀奇。
"乌有": 太合先生？真不进来？
"太合": ......
"乌有": 那慎师傅呢？
"老船夫": ......
"乌有": 慎师傅在做什么？刚才开始，他就低头看着手心......
"太合": ......你在看雨？
"老船夫": ......是啊。
"老船夫": 听乌有所说，这一方天地，不过是那人画卷之物。处处雕琢，栩栩如生。
"老船夫": 日出时，羽出山林，雾蒙大地，见天光而不见大日，映影楼层千百栋，悄无声息。
"老船夫": 若是画，不知道这个画家，究竟从大炎山水之中，看到了什么......
"太合": 雨师好雅兴。
"太合": 只知道浮萍雨师慎楼曾从军十载，殊不知还略通文采风骚？
"老船夫": ......唉。日子过多了而已。
"老船夫": 只可惜，早春的雨水，不该是这个温度。
"老船夫": 去，破开。

"乌有": 呃......！？
"郑掌柜": 这、这是？
"太合": ......雨师高明。
"老船夫": 只是误打误撞罢了。
"郑掌柜": 尚冢。
"挑山人": ......这就是，你们要争抢那只酒盏的目的？
"挑山人": 山上云海翻滚，那里又有什么？

(震动)
"“岁相”": （无言的轰鸣）
"年": ......啊，我有点烦躁起来了。
"夕": ......
"令": 唔......比起我独见岁相，似乎确实强硬些许。
"令": 只是体态巍峨，有其形，终究不得其神。
"夕": ......我们还在这儿，它谈得上什么“神”？
"夕": 多半是用了与那酒盏类似的手段，只不过反其道而行之，得到了几分形似罢了。
"夕": 有形无神，终究只是——
(震动)
"“岁相”": （无言的轰鸣）
"夕": ——！
"年": 什么呀，你这不是挺怕的嘛。
"夕": 你、你说什么！
"年": 什么有形无神的，我总觉得你在骂我。
"夕": 现在它暂时被拘押在这座凉亭之内，只是再让它闹腾一会......就不好说了。
"年": 麻烦啊，这可不是用个爆竹就能对付的。
"令": 呼......哈。
"令": 嗯？不继续努力了吗？
"夕": 你真不出力啊！
(震动)
"“岁相”": （无言的轰鸣）
"令": 啊......你怕的原来是这个啊。
"夕": 我——
"令": 小夕啊。
"夕": 别那么喊我！
"令": 我看你都有点发抖了，没问题吗？
"年": ......我的好妹妹可是因为害怕眼前这个影子，在自己的画里躲藏了百年不曾闭眼，这会儿怯场也是理所当然的吧。
"夕": ......别把事情说得那么轻描淡写......
"夕": 哪怕只是个影子......
"年": 准确来说，是我们三人的影子，四分之一个岁的影子。
"夕": ......它可是我们啊。
"夕": 我们要怎么......
"“岁相”": （嘲弄的笑声）

"夕": ......啧，翻弄我的画，你在嘲笑我吗！？

"年": 啊，我建议你这会儿还是不要胡思乱想比较好。刚才这家伙已经锻出过我自己都没想好的第七种武器了......
"年": 你还是做个深呼吸吧，省得下次我们都要被你关在画里——
"年": ——画？
"夕": ......！
"令": 发现了？
"令": 道法自然，大道至简。
"令": 岁原本哪有这么多花样。说到底，眼前巨大岁相，不过是你我内心深处的镜花水月罢了。
"令": 是啊......岁月悠悠，它变了不少。它快要疯了。
"年": 它已经疯了。
"年": 现在，此刻，我们就像它的一个梦。
"年": 它醒过来，我们就要一起完蛋，不光我们完蛋，大炎也要跟着遭殃。
"年": 令！
"令": ......小年啊，所以你想反抗它？
"年": 是的。
"令": 那你一定有一个颇具风雅的计划。
"年": ......这我可说不准，我只能说比坐以待毙要好得多。
"令": 是吗。
"令": 为什么？
"年": ......因为我不服气。
"年": 很不服气。
"令": 你呢？
"夕": 只是被她拖着而已......也许有那么一点期待吧。
"年": 真的？
"夕": 少废话。
"令": ......方才我问你，关于我们的下场，你回答说，“不知道”。
"令": 这个答案确实算不得好。
"令": ......瞧，你们还是你们，有你们自己的想法，自己的喜怒哀乐，自己热爱的事物，中意的人，留恋的风景......
"令": 活在这天下，不是挺好的吗。
"令": 管它作甚。
"夕": 我们和它难道毫无干系吗？
"令": ——我是我，与它何干？
"令": 人间已醉万年，还不许我大梦一场？
"年": 那你的答案呢？
"令": 哈哈......
"令": ——“无所谓”。
仰头饮酒。
尾如笔，墨如影。
风起弹剑。
雨过濯缨。
权倾浊酒澄吾心。

"老鲤": 下棋？什么棋，我可不太懂棋道。
"老鲤？": 大炎围棋。
"老鲤": 太复杂了。
"老鲤？": 那你看？
"老鲤": 不如五子棋？
"老鲤？": 儿戏。
"老鲤": 我觉得没差。你喜欢下棋？
"老鲤？": 不喜欢。下棋很无趣。
"老鲤": 我还以为你是个棋痴，除了吃饭就知道下棋的那种人。
"老鲤？": 棋盘双方遵循着同一种规则，在纵横间黑白厮杀，有什么意义呢？
"老鲤？": 棋，终归只是一种游戏罢了。
"老鲤": ......那你为何要找我？
"老鲤？": 吾与吾斗，太过无聊。

"梁洵": ......
"宁小姐": 这、这是......我们刚才不是还在山脚下......
"梁洵": ......有这种能耐的，只有他们。
"宁小姐": ......
"梁洵": 请宁小姐跟紧我。
"梁洵": 前面的屋里......似乎有光亮。

"老鲤": ......你这人，下棋不讲章法啊。
"老鲤？": 你们呢？
"克洛丝": 下棋可就真是为难我了啊......
"左乐": ......略懂而已。
"老鲤？": ......不急，不急。
"老鲤？": 这一局......我等了很多年。
"老鲤": 你赢我一个门外汉，又能怎么样呢？
"老鲤？": 你该等你的帮手。
"梁洵": ......老鲤？你为什么......
"老鲤": 梁洵！？呃，还有宁小姐......
"宁小姐": ......
"左乐": ......见过宁侍郎。
"宁小姐": 虽然有很多事想询问秉烛人，不过似乎不该是现在。
"克洛丝": （侍郎！？）
"老鲤？": 请坐，请坐。
"老鲤？": 如此一来，便差不多了吧。
"梁洵": ......你要做什么？
"老鲤？": 与各位下一盘棋。
"老鲤": 你不喜欢下棋，却要拉着这么多人陪你下棋？
"老鲤？": 算是吧。
"老鲤": 你这只酒盏可害我不浅。
"老鲤": 如果最后那位小姐没有替我点破真相......我会变成什么样？
"老鲤？": 说不准，也许你某次醒来，会发现自己才是那个梦幻泡影。泡沫一碎，睁开眼的人，是我。
"梁洵": ......什么？
"克洛丝": 这也太可怕了。
"老鲤": 确实可怕。
"老鲤？": ......你倒是没有什么情绪。
"老鲤": 都说了可怕了。
"老鲤？": 呵......我就当是这样吧。
"老鲤？": 梁洵挑你入局真的是个偶然，也许你们都是这么想的。
"老鲤？": 只可惜，天底下固然有无数个偶然，可唯独你不是那个偶然。
"老鲤": ......
"老鲤？": ......有个人，他姓槐。
"老鲤": ......！
"老鲤？": 你的表情变了，好像只有在提及你的朋友时，你才会流露出那么点可有可无的认真。
"老鲤？": 来吧，该你了。
"老鲤": ......
"老鲤？": 我得提醒你。
"老鲤？": 一着不慎，满盘皆输。
"老鲤": ......唔。
"梁洵": 鲤。
"梁洵": 冷静点。
"宁小姐": 先生是怎么逃脱的？
"老鲤？": ......我想了许久许久，想明白了一个道理罢了。
"老鲤？": 你如何应劫？
"梁洵": ......这局棋......
"宁小姐": 论棋道，本就没几个人比得过先生，不是吗？
"老鲤？": 活得久些罢了。再久，就无趣了。
"老鲤？": 宁小姐这一手？
"宁小姐": ......
"梁洵": ......别多想。
啪。
白子拍在棋盘上。
胜负显而易见。
"老鲤": 是我前几手太乱来了。
"梁洵": 不怪你。
"左乐": ......这局棋意味着什么？
"老鲤？": 游戏而已，别多想。
"左乐": 很难不多想。
"老鲤？": 先想胜负吧，轮到你们了。
"左乐": ......局势已经很清楚了，你不必故弄玄虚下去。
"老鲤？": 你要认输，其余人呢？
"克洛丝": ......
"梁洵": ......
"宁小姐": ......
"老鲤": 我想，这局棋的意义，并不在这棋盘之上。
啪。
"老鲤？": ......嗯。
"老鲤？": 你我胜负，应当不在这一角才是。
"老鲤": 对付故弄玄虚的家伙，最好的办法，就是陪着他装疯卖傻。
"老鲤": 我不擅长下棋，倒是擅长......察言观色。
"老鲤？": ......回答你方才那个问题，年轻的秉烛人。
"老鲤？": 曾经有一场变故，我失去了一位......妹妹。你虽然年轻，但既然职责在此，想必明白我说的是什么。
"左乐": 这不是可以在这里谈论的话题。
"宁小姐": ......确实如此，还请先生慎言。
"老鲤？": 在那之后，我那小小居所的棋篓里，就少了一枚黑子。
"老鲤？": 只是......在那场变故中，弄坏了而已。
"老鲤？": 在那之后，我就一直在想。在想我该做什么，我又能做什么。
"老鲤？": 当朝太傅......我第一眼见到他的时候，他还只是个穷学生，被他那个德高望重的老先生领着，走过停滞的城市，望向那高高的宫墙......
"左乐": 你没法自由行动，你不该见过太傅。
"老鲤？": 他是个有趣的人。他有句话，说到了我心坎里。在我也对这些冰冷的云子感到厌倦的时候。
"老鲤": 你好像很无聊。
"老鲤？": 百无聊赖。
"老鲤": ......
鲤的身后此刻有很多人。
朋友，伙伴，刚认识的大官，暂时的对手。
可老鲤仍旧看不清眼前这个人。这个假借自己形象出现的人。
他面目模糊。
模糊到让人脊背生寒。
"老鲤": ......再一手，就算我再怎么不通棋术也看得出，你早该赢了。
"老鲤？": 既然你我认可了同样的规则，棋盘上又哪有什么输赢呢。
"老鲤": 这可有些诡辩了，你得向天下那么多名手道歉。
"老鲤？": 好吧，总之，被你带在身边的日子很愉快。
"老鲤？": 这局棋是你赢了。
"老鲤": 我们似乎还没有下完。
"老鲤？": 我只是小瞧了我的......妹妹们。
"老鲤？": 我们的棋局也没什么意义了，就当我投子认输罢。
"老鲤": 我以为你是个很不服输的人。
"老鲤？": 嗯？啊......对，是我输了。
"老鲤？": 还有你，名叫克洛丝的卡特斯。
"老鲤？": 年选中罗德岛是别有用心的。
"克洛丝": 我更希望你用一个褒义词去形容年和我们的关系。
"老鲤？": ......嗯......无妨，你想怎么理解就怎么理解。
"老鲤？": 你们已经没法置身事外了。
"令": 唉，要是被小夕看见你这拙劣的园子，估计要气得不轻。
"老鲤？": ......你来了。
"令": 听语气，你不欢迎我。
"令": 让这么一大群人围在你周围陪你手谈对弈，怎么，寂寞久了？
"老鲤？": 你看破了那个迷障，若非如此，年和夕一定胜不过它。
"令": 原来你猜到了......克洛丝，让一让，让我离我的兄弟更近一些。
"克洛丝": 啊......好。
"克洛丝": （这么说来......她是什么时候记住我们名字的？）
"令": 你执黑，谁执白？
"老鲤？": 身铸云子，博弈苍生，不胜不休。
"令": ......是因为颉的消失？
"老鲤？": 我已投子认输，各位不必久留。只是，令，我送你一份小礼，你还未曾察觉。等你收下后，再来找我吧。
"令": 你对她......
"老鲤？": 与此事无关。
"老鲤？": 只怪这人间，无趣极了。

"挑山人": ......继续吧。
"郑掌柜": 闲居在那古怪地方的时候，你在做什么？
"挑山人": 我本想挑个趁手的棍棒，没找到。
"郑掌柜": 可惜。
"乌有": 喂，你们还要打吗！？都歇息那么久了，就不能消消气吗？
"乌有": 大块头！慎师傅！你们倒是劝两句啊！
"太合": ......
"老船夫": 山顶有异，就说明梁大人交代的事，还是成真了。
"太合": 岁相显现，大事优先。
"老船夫": ......我也得上山。
"挑山人": 那就请吧。
"老船夫": 唉......你们真不听我一句劝吗？
(震动)
"老船夫": 唔！山头发生什么了——
(震动)
"老船夫": ——当心头顶！
"郑掌柜": 唔——！
落石滚滚。
郑清钺挥动了刀。
若是二十年前——不，十年前，郑清钺都有自信，能把这块脑袋大的山岩一分为二，不沾尘土。
可他还是老了。
"杜小姐": 爹！小心！
(震动)
"郑掌柜": ——夜儿！
(震动)
老是老了，孩子也大了。
郑清钺没有多想，他的女儿为了救他而被山岩砸中，坠落山崖，可他也没有丝毫犹豫，飞身跳下。
"乌有": 掌柜的！！
"挑山人": 啧。
"乌有": 喂、喂！你要做什么——
"乌有": ——怎么他也跟着跳下去——
"太合": ......慎楼！
"老船夫": 嘁，我下去找，你先上去！在山顶看见什么都不要轻举妄动！
"乌有": 我跟你走！

"郑掌柜": 呃......怎么......夜儿！夜儿！
"杜小姐": ......
"郑掌柜": 夜儿！
"郑掌柜": ......还好，只是晕过去......
"挑山人": 要不是我在最后关头借力打力，你们两个早就摔死了。
"郑掌柜": ......尚冢。
"挑山人": 又一次，郑清钺，又一次！
"挑山人": 当年你护不住我的儿子，护不住杜遥夜的父亲，护不住那只破酒盏！
"郑掌柜": ......
"挑山人": 你要知道，你背着多少责任，你还没有到自怨自艾的时候，你更没有自怨自艾的资格。
"挑山人": ......你的胳膊伤了，我的腿也伤了，你我互不相欠。
"挑山人": 在那些碍事的家伙来搅局之前，继续吧。
"挑山人": 一招就够了。
"郑掌柜": ......真高啊。平时走在路上，真感觉不出，这座山峰其实这么陡峭。
"挑山人": 人不该总走在道上。
"郑掌柜": 刚才这一出，已经算是你救了我一命。
"挑山人": 我救的是孩子。
"郑掌柜": 是，你还救了孩子。那现在，我还怎么和你分生死呢？
"挑山人": ......你！
"郑掌柜": 动手吧。
树林深处，徒留白雪。二人相望无言。
忽一声琴鸣，凄凄切切铮铮。
"令": ......
"挑山人": 来者何人？
令没有说话。她只是静静地盘腿而坐，坐在一块冰冷的石头上。
风吹斜了夕阳，很快太阳就要落山了。
这对仇家又重新看向了对方。
一声琴音，似是从天上传来。可那女子分明没有抱琴。

"克洛丝": 咳咳......我们......从那个古怪家伙的手里逃出来了？
"克洛丝": ......可是看来，我们好像还是没有脱离困境哎。
"老鲤": 被自己要挟一把，实在不是什么好体验......
"太合": ......公子。
"左乐": 太合叔。
"太合": 发生何事？
"左乐": ......我见到那个罪人了。
"左乐": 可如果真如那罪人所言，她们如今正在面对她们自我的桎梏。
"太合": 公子心有疑虑。
"左乐": 我只是不明白，太傅为何要相信那罪人。
"左乐": 如果她们失败，我们将会在尚蜀直面它的影子。哪怕......只是一小部分。
"太合": 司岁台本就打算以此逼白天师出手。
"左乐": ......是啊。
"左乐": 父亲是这么期望的。
(震动)
"左乐": ——！
"左乐": 天空！

"左乐": 阴影正汇聚成形......这就是......岁的影子？
"太合": 礼部在尚蜀有青雷伯白定山带队坐镇，只是岁相阴影，掀不起波澜。
"“岁相”": ......
"左乐": ......它......在看什么？
左乐忽地感到，岁相正在审视这片土地。
忽而怀恋，忽而悲愤，忽而怜悯。

直到微风拂过，这巨大的阴影，只在眨眼之间烟消云散。
"左乐": ......！消失了？
"令": 一场大梦，醒了，就消失了呗。
"夕": 你是怎么......
"年": ......令。
"令": 嗯？
"年": 你原来......一直能做到这样的事情？
"年": 在我们为了自己的存在殚心竭虑的时候，你随手一拍，就能打碎那个幻象？
"令": 生皆梦幻，如露似电，无踪泡影。
"令": 殊不知你我于它，如罔两于景，似是而非。
"令": 化为泡影破灭的，就不能是它吗？
"年": ......说得轻巧。
"令": 就是很轻巧的一件事。
"令": 所以我才是你们的姐姐啊。
"左乐": ......司岁台需要年和夕给出一个解释。
"左乐": 以及，你三人不能共同行动，需在司岁台监视下，离开尚蜀。
"年": ......什么啊，这样不就不能在罗德岛搞家庭派对了吗？
"年": 我还想多拉几个人呢。
"克洛丝": （喂......你认真的？）
"左乐": 如果罗德岛打算引起更多关注......
"年": 如果你相信我所说的，你也许该亲自来看看。
"克洛丝": 咳咳——
"克洛丝": 那个......关于这件事......
"？？？": 我做担保。
"太合": ......麟青砚。
"克洛丝": 惊蛰小姐！
"惊蛰": 久违了，克洛丝。
"惊蛰": 你身边的那位是新的干员吗？
"乌有": 在、在下乌有，幸会，惊蛰小姐。
"惊蛰": 嗯。
"左乐": ......大理寺似乎不应插手司岁台事务。
"惊蛰": 只是以天师府传人身份，劝师伯给各方留一丝余地。
"左乐": 难怪宁小姐始终按兵不动......原来是你先去说服了那位白天师。
"左乐": ......可天师府何时能为此事做主了？
"惊蛰": 自然不能。
"惊蛰": 只是眼下，司岁台恐怕也不能妄下定夺。
"左乐": 什么？
"惊蛰": 太傅已至尚蜀。
"惊蛰": 司岁台秉烛人左乐，礼部左侍郎宁辞秋，肃政院副监察御史太合，尚蜀知府梁洵，以及我本人，都须在今夜子时之前，回到梁府。
"惊蛰": 等候太傅指令。
"左乐": ......
"太合": ......遵命。
