
《32.怀黍离》

01.HS-ST-1 禾下梦
"小满": 都......滚开啊......！
"小满": 不许过来......！
"小满": 不许......过——
(震动)
小小身体跌落地面，响在樵夫的耳朵里，他强撑着身体，再次举起武器。
"沉默的樵夫": ......
"沉默的樵夫": （沉重的喘息）
(震动)
"沉默的樵夫": 嗬呃——！！
"严肃的天师学徒？": 停下。
"沉默的樵夫": ......
"沉默的樵夫": ......师......
"沉默的樵夫": ......祖......祖师......
"“老天师”": 行了，你下去吧。
"“老天师”": 你的神志已经到极限了，别再动手了，我可不想再亲手杀一个徒弟。
"“老天师”": 回去吧，还有一个那么机灵的女儿，总不能让她双亲都不在了。
"“老天师”": ......哪怕没法再让她认你。
"小满": （轻微的呼吸）
"沉默的樵夫": ......
(震动)
"“老天师”": 也是苦了你们了......
"“老天师”": 本想着回大荒城养会伤，还能碰上这么一档子事......臭绣花的，别让我逮着你。
灿金色的顽童环顾四周，伸手探向自己的腰带。
"“老天师”": 我的扇子呢......？
诡异的织物则像是察觉到了危险，在四周踟蹰着不敢靠近。
"“老天师”": 不争气的徒子徒孙还问我为什么不怕这些东西。
"“老天师”": 我倒是想问，杀了它们这么多，这些东西为什么不怕我？
"诡异的织物": （恐惧的哀鸣）
滔天的气流霎时间席卷而起，天师金色的身影腾起光与热，扭曲了一方空间，炽白色的火焰在原野上勾勒出一道天堑。
她轻轻打了一个响指。
//////  （黑色字体）老阅人间久，曾降百万魔。  //////

"绩": 桑麻日已长，我土日已广......
"绩": 敢教邪祟诡魔辟易，天地焕新光......
"绩": 啦......啦......
"绩": 茧已经结好了......
"绩": 该抽丝了。

一只羽兽飞过。
这地方原本不该有羽兽，日月星辰，风霜雨雪，山川河流，这地方原本都不该有。
但这只羽兽衔来一株稻穗，挥挥翅膀，停在一座小山的山峰上。
这颗心脏跳动、跳动，有什么即将破土而出——
一阵风吹过，禾苗摇摇晃晃。
河流不断，水奔腾着。
山川隆起，土石轰鸣着。
树木扎根，荫翳摇晃着。
羽兽似有所感，衔着稻穗再度飞起，掉下两粒稻种，落入无边的水田中。
刷——拉——，刷——拉——
一双眼睁开。
"混沌的声音": ......你？
"混沌的声音": 你回来了？



10.HS-8 种因



暗无天日。
不知地深几许，没有半点阳光透进来，空气也凝重得仿佛能感受到穹顶的重量。
这是一座陵墓。
"年": 啥情况......我回这来了？
"年": 喂，老东西，还活着么？我来看看你啦。
"低沉的声音": （喑哑的嘶吼）
眼前是一扇厚重的大门，声音是从门后传来的。
"年": 睡了这么久，火气是半点都没少啊......
"年": 别装模作样吓唬人了，在这里躺了这么长时间，你真的还剩下什么能耐吗？
"年": 呼......
"年": 没啥子好怕的......吧。

"年": 尚蜀？
"年": 这是哪座山头，怎么连块路牌都没有......不对，这是哪一年？
"年": 看这路上两边的房子，像是没有移动地块的样子......怎么像是我刚来尚蜀的时候？
叮——当——
一人正用绳子将自己悬在陡峭的山崖上，用一锤一凿在悬壁上刻下一行行字。
"年": 喂——山上那兄弟，你做啥子呢？
"土木天师": 你不认识我？！
"年": 我为什么要认识你？
"土木天师": 这整座尚蜀城都是在我的设计下建造出来的！
"年": 喔，厉害厉害。
"土木天师": 天灾就要来了，人都已经撤走了。但我建造的这些屋子，都要毁于这场天灾。
"土木天师": 我不甘心！
"年": 靖炎五年，余至尚蜀，历三十载......《尚蜀城记》？
"土木天师": 我要把我建造这座城的过程全部刻在这山崖上，让后世亿兆百姓全部记得我的功绩！
"年": 可是天灾马上就要来了哎，就算你不惜命，一道天雷劈下来，这座山头都不一定保得住，你这不是白费功夫？
"土木天师": 管不了那么多了，我就只有这一个法子。要是没人知道我的作为，我还不如不活了！
"年": 哪有这样的人......行吧，你接着忙活，我不打扰了哈。
"年": 喂，山上这条路最后通到哪儿啊？
"土木天师": 不知道。

"年": 是你......
"盲眼的少年剑客": 恳请先生赐剑。
"年": 要剑，做什么？
"盲眼的少年剑客": 救人，报仇。
"年": 我说过，我铸的剑很贵的，你用什么换？
"盲眼的少年剑客": 我的命。
"年": 又来......
"年": ......我应该已经拒绝了你。
"盲眼的少年剑客": ......
"年": 你记不记恨我，当年用一把破铜烂铁就打发了你？
"年": ......我在说什么，不过是个幻影。
"盲眼的少年剑客": 可是您偏偏还记得我。
"年": 只是惦记着电影剧本的原型故事......还是忍不住会想，要是当时真的送你一把好剑，故事结局会不会有什么不一样。
"盲眼的少年剑客": 像您这样神通广大、见识无数的人，又怎会对我这样的无名之辈抱有恻隐之心呢？
"盲眼的少年剑客": 区区一个人类的命，对您来说，确实太不值钱了。
"年": 也不能说得这么过分吧，我还是很喜欢你们人类的。
"盲眼的少年剑客": 您看我们，就像看戏。
"盲眼的少年剑客": 您的随性之举，就能为这出戏添一处奇景，改变无数人的命运。到兴起的时候，您甚至也想加入进来，唱上几句。
"盲眼的少年剑客": 可戏里风景千万，唯独您不在戏中。
"盲眼的少年剑客": 您始终孤身一人。
"年": 真是，看走马灯这件事也能落到我的身上......
"年": 乏了，这把剑是认真打的，你带走吧。
"年": 就让我看看，故事结局还有没有什么变数。
"老人": 先生，有一个少年，托我一定在今年冬至日前，把这个包裹交给您。
"年": 他不敢亲自来见我？
"老人": 他应该，已经死了......
包裹是空的。
"年": ......
(震动)
//////  国蚀器锈，如梦似电，无踪泡影。  //////

"夕": 这是......？
"阮先生": 先生，在下恭候多时了。
"夕": 等我？
"阮先生": 在下有一事不解，请先生解惑。
"夕": 说来听听。
"阮先生": 先生，今日我去城郊采风，见到河边栖着一只奇异的羽兽。
"阮先生": 我从来没见过那么漂亮的羽兽......我正要掏出纸笔来画，它却振翅一飞，消失不见了。
"阮先生": 我再想凭记忆里的印象去描绘它，却无论如何画不出来了。
"夕": 力所不及的事，过去便过去吧。
"阮先生": 对其他人来说，过去也便过去了。可我姑且还自诩是个画家......是画家，总还是想留下点什么的。
"阮先生": 这些年来，也画了不少。总觉得只有画得够多，见过的风景够多，才算不枉这一生。
"阮先生": 可我终于想明白了一个道理......画，到底是死物。
"夕": 这是何意？
"阮先生": 此时画下的风景，下一瞬便是过眼云烟。画得越多，越觉得自己的画微不足道。
"夕": 这不是理所当然的事？
"夕": 人生年不满百，想看遍这片大地只能是奢望。
"阮先生": 不......先生应该还是没有明白。
"阮先生": 这里有在下一幅拙作，还想请先生指点一二。

"夕": 这是画？
"阮先生": 这是我的画。
"阮先生": 这是我们肉眼凡胎，凡夫俗子，所见风景。
"阮先生": 就算是您这样的先生，您所行所见的风景，比起这片大地千年间天翻地覆的变化，也不过是沧海一粟罢了。
"阮先生": 先生，再好好看看吧。
"阮先生": 我们都只有这一夕的时间了。

//////  笔辍卷阖，如痴似醉，一夕烬尽。  //////
"面目模糊的女性": 长得真好......
"面目模糊的女性": 这些都是你种的吗？
"黍": 是这里的人们种的。
"黍": 就像你说的，我不能用我的能力来干涉这些庄稼的生长......总有一天我会消失不见的，但这里的人们还要生活很久。
"面目模糊的女性": 真是辛苦你了......
"面目模糊的女性": 好久不见，黍。
"黍": 真奇怪，我那个弟弟也说，最近总会梦见你。
"面目模糊的女性": 干嘛总是要惦记我呢......是不是人上了年纪，就容易怀念过去了？
"黍": 你也会打趣我了。
"黍": 生活在这里的人，都记得曾经有一位“神农”，总结了二十四节气，教给人们耕种的知识。还冒着生命危险，把万顷冻土开垦成良田。
"面目模糊的女性": “神农”，我怎么担得起呢。明明是我们一起做过的事，你怎么好全推在我身上？
"黍": 过去这么久了，还分什么你我吗？
"黍": 我只记得，在我像一个孩子一样漫无目的地游荡的时候，有一个人把我留在了身边，给了我一个“家”。
"黍": 她告诉我，不必在意什么人兽有别。我可以......我应该像一个人一样活着。
"面目模糊的女性": 可我没有想到，你还留在这里。
"黍": 这是我答应过你的。守护好这片土地，让更多的人能吃饱饭。
"面目模糊的女性": 黍啊......你怨过我吗？
"黍": ......
"面目模糊的女性": 一千年了，哪里谈得上是奉献呢？这分明是囚禁......
"面目模糊的女性": 哪怕你已经神识散尽，还要因为与这片土地的联系被困在这里，不得自由。
"面目模糊的女性": 因为我犯下的一个错......
"黍": 我不会怨你......我只怨自己，最后没有替你去那趟北边的远行。
"面目模糊的女性": 黍......你知道的，与你认识这么长时间，我从来没有一刻把你当作“神”，我甚至都快忘了这一回事。
"面目模糊的女性": 可直到最后与你分别的时候，我才意识到，我是有私心的，作为“人”的私心。
"面目模糊的女性": 我想恳求你留下来，继续帮助这里的人们。我的无数同族，他们都需要你。
"面目模糊的女性": 可我不确定，你会不会爱他们，就像对我一样......
"黍": 恐怕，我让你失望了。
"面目模糊的女性": 我们还是失败了，对吗？
"黍": ......
"黍": 你最终还是没有找到种子，我也没能研究出可以种在源石土壤上的庄稼。
"黍": 连这片土地，我们都没能保护下来。
"面目模糊的女性": 人定胜天......人什么时候真的胜过天呢？
"面目模糊的女性": 黍......你后悔吗？
"黍": ......
"面目模糊的女性": 我说的这些，其实你早都知道的，对吗？
"黍": 是的，我都知道。
"面目模糊的女性": 你本不该在这里见到我......
"面目模糊的女性": 你只是残留在这个装置里的一缕意识，我是这一点意识的回忆。罔两问景，多么悲哀。
"面目模糊的女性": 我就是你。

"奇妙的生物": 嘎——？

"夕": 你还在这里。
"“自在”": 我一直在你心里。
"夕": 命犯贪嗔，贪生怕死。
"夕": 我都差点忘了，当时为什么会画你出来。
"夕": 山高水遥无是处，无碍吾自在人间。
"夕": 浑浑噩噩了许久，我竟然连这点清醒都丢了。
"夕": 谁说要画遍世间万物才算画家，画出一山一水，便是一山一水的境界。
(灰幕)
画家挥剑，层山尽起。
我即为我。
我见即万象。
(灰幕结束)

"炎熔": 喂，醒醒？
"炎熔": 在片场睡过去，作为导演也太失职了吧。
"年": 困了就睡嘛......我们现在拍的是哪一部？
"炎熔": 《机械巨兽大战巨兽》。
"年": 喔，这不是我压箱底的剧本吗。
"炎熔": 是指离谱程度吗......
"炎熔": 我发誓，今年一定是最后一年了。
"年": 嬉笑怒骂，皆成文章，传说志异，都是故事......
"年": 我说，小炎熔啊。
"年": ......你为什么愿意陪我闹这么久？
"炎熔": 你答应我的传奇武器，什么时候给我？
"年": 你果然还是惦记这个......
"年": 要是哪天，我消失得无影无踪，再也找不到——你会想我不？
"炎熔": 不会。
"炎熔": 真有那么一天，不会有人记得你。
"炎熔": 你造出来的武器，工具，城市，还有那些电影，全都会消失不见......你明知道这一点。
"年": 说得对......我也不该在这见到你。
"炎熔": ......
"年": 是啊，说得没错。我折腾的这些玩意，说到底都是白费功夫。可忍不住，就是要找点乐子，留点念想。
"年": 东西留过，我也开心过，这就够了。
"年": 谢谢你啊，小炎熔。在罗德岛上有你陪着胡闹的这些日子，还挺开心的。
"年": 丢脸......明明是自己造出来的东西，还要反过来教训我一番。
"年": 动不动让别人翻陈芝麻烂谷子的记忆，实在是件很矫情的事......

"年": 够了吧，能从那团混沌中分出来，我们已经回答过那个问题了。
"年": 只是一颗心脏而已，就别妄想再收我们回去了。
"年": 老家伙，我们辛辛苦苦从暗无天日的陵墓里走出来，不是为了继续活在你的阴影下的。
"年": 给我——

//////  （黑色字体）破去——  //////

//////  破去——  //////


  <行动后>


"禾生": 数量还是太多了......对付不过来......
"禾生": 外围的田地，恐怕都要保不住了。
(震动)
"左乐": 情况紧急，优先救人......
"禾生": 是错觉吗，总觉得......它们闹得好像没有之前凶了。
(震动)
"禾生": 什么动静？
"左乐": 这里的地块，正在从核心城上脱离......
"左乐": 果然......这些怪物的生命力与大荒城的核心城是绑定的，断开了连接，它们的力量也在衰弱。
"左乐": 坚持住！大家都撤到这里来了吗？
"禾生": 通知都已经送到了，各区域的人都到齐了吗？
"职农组长甲": 子至卯号居民区人员到齐。
"职农组长乙": 申至亥号居民区人员到齐！
"职农组长丙": 巳至未号居民区人员到齐，派去辰号居民区的人还没有消息。
(震动)
"禾生": 什么？！
"职农组长丙": 从中央城区到辰号居民区的路上，有一片农田受到怪物袭击的情况格外严重，派出去的救援队也失去联络了。
"禾生": 现在核心城能源装置故障，联络系统也瘫痪了......
"禾生": 我去找人！
"左乐": 等等！
"左乐": 每次都是你拉着我不要逞能，怎么你跑得比谁都快。谁知道别处还有多少怪物，你打算一个人去？
"禾生": 那里是我的试验田，没人比我更熟路线！
"禾生": 留在那里的，都是平时受我委托帮我照顾农田的职农。我还骗了他们，说我的研究最近大有进展......
"左乐": 要去也行，带我一个。我跑得快，还能拉你一把。
"禾生": 你是外地来的，这里的事原本和你没关系，你还比我小一岁——
"左乐": “......禾生，1101年晋升天师府中级农业天师，时年十七岁。”
"禾生": 你——
"左乐": 来大荒城查资料的时候，翻过天师府的名册，算下来，你比我小一岁。
"左乐": 禾生兄弟，危难关头，勿要逞强。
"禾生": *炎国粗口*，你平时都这么讲话吗？
"左乐": *炎国粗口*，我从来没这样讲过话！
"左乐": 少废话，一起走！

神话是一个谎言吗？
迷离的稻田绵延到天边，这是一片生命的沃野。
长风吹彻，稻浪如歌。
一个初生的意识在此孕育，有一个声音向她搭话。
"混沌的意识": 你回来了。
"混沌的意识": 你看上去很疲惫，你还好吗？
"黍": 原来......你已经醒了。
"混沌的意识": 这是哪里？我从一开始就在这里吗？
"混沌的意识": 为什么，有很久远的记忆。
"混沌的意识": 我看到了许多......
战乱，死亡，疫病，饥馑......
来自穹顶之上的灾异翻洗整片大地，满目疮痍，之后又是无止尽的战乱动荡。
文明毁灭，生灵恐惧。
为什么我会被困在这里？
我到底是谁？
"混沌的意识": 我觉得，很害怕。
"混沌的意识": 外面，很恐怖。
"混沌的意识": 痛苦。
"混沌的意识": 我听到，有许多人在哭。
怎样才能不再这样痛苦下去。
我想起来了，有人给我起了名字......
“岁”。
"狰狞的声音": 我就是你。
(震动)
杂草疯长，淹没了所有土地。
万古长夜凝结在这一瞬。

"黍": ......
"黍": 不，你只是一个影子......是我自己的影子。
"黍": 这些并非你的痛苦，是生活在这片土地上的人的痛苦。
"狰狞的声音": 不——
"黍": 你在害怕，因为你不曾真的活过，你不知道这片大地真实的样子。
"黍": 这世间并不可怕。
可是你不曾见过庄稼丰收，人们欢声笑语的样子。
你不曾见过万类竞生，历经磨难，却依然生生不息的样子。
如果有机会，你应当仔细看看。
我早已不是那傲慢孤寂的巨兽，也并非飘荡无依的游魂。
我已真实地活过，与大地上万千生灵一同。
一滴露水滴下，为大地注入跨越无数时间的生命。
"黍": 睡吧。
//////  霞红晚穗，  //////
//////  露染尘襟，  //////
//////  千秋种我一粟青。  //////

"惊慌的职农": 这里！救命！
"惊慌的职农": 啊啊啊！别过来！！
"惊慌的职农": ......嗬！
"奇异的织物": （嘶鸣）
(震动)
"强作镇定的职农": 得......得救了？
"禾生": 王伯！你怎么还在这？你们没事吧！
"强作镇定的职农": 小禾！我就知道你一定会过来！
"强作镇定的职农": *炎国粗口*，不知道从哪冒出来这么些畜生，到处啃庄稼，吓人一跳。
"强作镇定的职农": 但你放心！这片试验田我们守得好好的，一只怪物都没放过去——
(震动)
"禾生": 王伯！
"左乐": 还好......只是惊吓过度晕过去了。
(震动)
整片田地正在一点点地陷落下去，远方已经可以看到田地间巨大的裂缝。
"禾生": 通讯设备全都失效了，土木天师不知道这里还有人，他们已经开始拆除连接了。
"禾生": 赶快走，再晚就来不及了！
(震动)

"恐惧的职农": 好深的一道沟......
"恐惧的职农": 我们......是已经被抛下了吗？
"左乐": ......得罪了！
(震动)
少年秉烛人一手携起一人，腾身而起，三两步跨过沟壑。
"禾生": 你......真有你的！
左乐来往在两块分错开的地块之间，将落单的人们一一送到安全的对岸。
但是地块之间的高低差还在以肉眼可见的速度扩大，他的脚步也逐渐变得沉重。
直到最后一次，他差一点就要踏空，一阵风托住了他的背。
"禾生": 当心点......
"左乐": 多谢......
"左乐": 其他人都送过去了，抓紧我，我带你上去！
"诡异的织物": （嘶鸣）
(震动)
"左乐": ......还有？！
(震动)
"禾生": 别分神......
"左乐": 你源石技艺使用过头了......
"禾生": 用不着担心我......天师府的学生，没你想的那么脆弱......
(震动)
二人合力击退了几只怪物，可就在耽误的片刻工夫，眼前两块地块间的高低落差又扩大了不少。
足有四五丈的距离，对二人来说就是天堑。
"左乐": ......该死！
"禾生": 我们......是不是走不了了......
"左乐": 这个地块马上就要陷落了，做好防冲击的准备......找一处泥土松软的土地躲起来，说不定还能......
"禾生": 之前都没有注意，大荒城的移动地块居然已经建得这么高了......
"禾生": 左乐......我们救下了多少人？
"左乐": 你放心，我清点过人数，之前困在这里的人都已经送过去了......
"左乐": 打起精神，只要我俩想办法活着回去，这趟救援就算圆满成功了。
"禾生": 神话里总是说，当年无论情况多么艰险，只要大家站在一块，总能把危机渡过去......
"禾生": 这些年，一直在受大伙的照顾......但从来没能做点回报大伙的事，今天总算......
禾生的声音断断续续，左乐这才意识到，他的白色衣衫上洇出了一片鲜红。
"左乐": 你受伤了？！什么时候——我帮你止血！
"禾生": 左乐，送你一样东西。
"左乐": 这个时候？
"禾生": 这是我的天师仪，里面还存着一些重要的实验数据，一会不管发生了什么事，你都要想办法保管好。
"左乐": 好吧......我收着。
禾生将一块源石装置牢牢绑在左乐手上，按动了开关，小巧的装置迅速展开为一面风筝。
(震动)
"左乐": 你要干什么？！
"禾生": 虽然之前一直在骂你，但我发现，你心眼不坏。
"禾生": 所以我不能，让你在这......
(震动)
少年用尽最后一丝力气，一阵疾风吹起。左乐还没反应过来，身体便被风筝带着飞上了半空。
下方地块一点点地坠落，禾生的身影也一点点地小了下去。可左乐又分明看到，田间残余的几只诡异的怪物扑向了他。
"诡异的织物": （威胁的嘶鸣）
"禾生": 虽然不知道你们到底是从哪里冒出来的......
"禾生": 但我可不怕你们......
"禾生": 咦......？
"路过的牧兽": 哞——？

"？？？": 醒醒？醒醒！
"？？？": 喂，听得到吗？
"？？？": 好像还有呼吸，都让开点。
"禾生": 我......
"禾生": 绵绵？
"温顺的牧兽": （关切地磨蹭）
"禾生": 别......别舔我了......我身上没有零食......
禾生缓缓睁开眼，他发现自己正躺在田野间，有许多张担忧的面孔环绕着自己。
他仿佛回到了并不存在于记忆里的那一天，初次来到这片土地的那一天。
"禾生": 大家......都没事？
"禾生": 我......
"左乐": 大伙都想去找你的时候，绵绵不知道从哪里驮着你回来了。
"左乐": 你那时为什么——
"左乐": ......你救了我，多谢。
"禾生": ......
"禾生": 那些怪物......被赶跑了？
"左乐": 嗯......

乌云散去，血色的晚霞褪了色，又是一轮夕阳，金黄色的余晖洒满田野。
"禾生": 结......结束了吗？
"左乐": 结束了......
"禾生": 我们赢了，对吧？
"禾生": 当年，神农做到的事，我们也做到了......
"左乐": 是啊......
"左乐": 有人控制住了核心能源，我们成功了......
"左乐": 回头看看，这不也是一段新的神话吗？

"左乐": 没事了，我们回去......
"禾生": 等等！我该不是花了眼......
"禾生": 那是......甲辰号地块......“万顷”的试验田！
不远处，荒芜的田地里，兀然立着一株稻子。
"禾生": 左乐！帮我一把！
"左乐": 你怎么还要回去？前面很危险！
"左乐": 这是什么？
"禾生": 成功了，成功了！
"禾生": 万顷良田......有希望，有希望！
少年欣喜地抱着一株稻子，笑得有点疯癫。
"左乐": 你到底......
"左乐": “说了你也听不懂”，是吧......
"左乐": 就当你是真的找到希望了吧......
(灰幕)

"绩": 那些虫子生长的时候总要渡过一劫，渡得过去的，破茧而出；渡不过去的，生命就在一片昏暗里悄无声息地停止了。
"绩": 毁灭新生，任何生命都逃不过。
(灰幕结束)

"左乐": 他到底想要做什么......
"左乐": “巨兽心脏”......？

"绩": 又见面了。
"绩": 左公子既然找到了这里，看来是琢磨明白了我的打算？
"左乐": ......你在做什么？
"绩": 如你所见，织布。
"左乐": 织布做什么？
"绩": 布料织好了，当然是要拿来卖的。
"左乐": 卖给谁？
"绩": 不能泄露客人信息，行业规矩。
"左乐": 布上的东西......是什么？
"绩": 山河百景......或者用你们的话说，炎国的“国祚”？
"绩": 我用了许多年，走遍了炎国每一座城市，大荒城，是最后一座。直到今天，这匹布，才算织完了。
"绩": 越美的图案，当然要用越好的染料为丝线染色。要织就这一幅山河百景图，哪有比大炎国祚更好的染料呢？
数不清的绸缎仿佛是从天上坠下，每一匹绸缎，都是一座城市，一段历史，一方人间烟火。
国祚？不......应该是人心才对。
你看这些锦缎上的华彩，都是我见过的人心的颜色。
我怎会不喜欢这人间。



11.HS-9 得果


(灰幕)

//////  原来那些渺小生灵眼中的天地，是这副模样。  //////
(灰幕结束)
//////  从那片混沌蒙昧中脱身走出，初次行走在苍茫大地上。  //////
//////  我从何而来，往何处去？  //////
//////  保留着那副庞大身躯的记忆，还有一些神乎其神的能力，以及有别于眼前芸芸众生的寿命。  //////
//////  但也只得像懵懂孩童，跟着眼前众人，有样学样。  //////
//////  岁月漫长，我遇到过两位老师。  //////
"黍": 在炎国的北边，有一片荒地。
"黍": 我和那里的人们正试着开垦农田。看着一棵棵庄稼从地里长出来，也是十分有趣。不知道该去哪，要不要来这里帮我打打下手？
//////  那里是什么样的地方？  //////
"黍": 嗯......比起这些城镇要荒凉许多，再加上还有些许从那扇门里跑出来的东西，有点危险。
"黍": 不过你要是想知道，“人”是什么样的，那里说不定是个不错的地方。
"黍": 时间还长，可以慢慢找答案。

//////  我第一次知道，原来生命间还有“同胞”这样的概念。  //////
//////  或许这就是他们能战胜那些庞然大物的原因？  //////
"辛劳的农民": 真是稀奇，昨晚冰雹下那么大，这些庄稼看上去竟然一点事都没有。
"绩": 或许是运气好呢？老天看大家种地辛苦，发了点善心呢？
"辛劳的农民": 绩，是你做的吧？
"绩": ......
"绩": 我只是觉得，大家辛辛苦苦劳作半年，就因为这一场冰雹毁于一旦，实在是可惜......
"辛劳的农民": 世间万物都有自己的运行规律，一季庄稼毁了，埋在地里，还能化作土地的肥料，来年的庄稼可以长得更好。
"辛劳的农民": 你救得了这片地的这一季庄稼，可炎国有多少片这样的农田，有多少靠天吃饭的人。
"辛劳的农民": 你是好心，但人们总要靠自己研究出在这片土地上找活路的办法......
"绩": 有一天，您也会离去吗？
"辛劳的农民": 当然。
"辛劳的农民": 但这片土地会永远存在，生命会永远存在。

//////  天地万物，都有各自的位置。  //////
//////  可是我们生于天地间，如无根之木，无水之萍。  //////
//////  无因无果，无始无终。  //////
//////  我们又该归于何处？  //////
//////  时过境迁。  //////
"绩": 您是来收粮食的商人？
"精明的商人": 今年各地大旱，听说北边这里的粮仓还有余裕。我来进点粮食，卖到粮食更紧张的地方去。
"绩": 天地不仁风雨不调，实在是苦了这些农民。
"精明的商人": 可是荒年，对农民来说未必不是好事。
"绩": 先生莫不是在说梦话，荒年对农民来说怎么能是好事？
"精明的商人": 多简单的道理，越是荒年，粮食越贵。
"精明的商人": 每斤粮食赚一文，卖五百斤，和每斤粮食赚十文，卖一百斤。这笔账三岁小孩都算得清楚。
"绩": 我从小就生活在这，只知道粮食是用来喂饱百姓，救人性命的。
"绩": 外面的天地，竟还有这样的道理。
"精明的商人": 你又没见过大荒城外的世面，并非人人都是临渊忘水的神人，只是守着这几亩田地，哪能悟出天下那么多道理。
"精明的商人": 小伙子，我的商队正好缺一个管事，你有没有兴趣，跟我一块去走走？

"茶叶商贩": 住店。
"精明的商人": 老规矩，货存仓库，先结账，再住店。
"绩": 这两年尚蜀开出来不少茶田，您说要来做茶叶生意。怎么只是在这包下了这一片客栈？
"精明的商人": 一车最上品的“蜀山青”，从这里运到百灶，能赚多少钱，朝廷抽几成税？
"绩": 一路上要是平安顺利，能有两成毛利——已经是相当好做的买卖。
"精明的商人": 可是这来来往往，不愿意老实纳税的茶商都要从这条小路上走，我又能抽多少钱？
"绩": 这样看来，还是您做的这笔买卖划算......
"绩": 可我分明看到，您扣过一些货物交给了官府？
"精明的商人": 那就是另一笔生意了。
"精明的商人": 在官府干活的人，也是要交差的。
"绩": 您做这个生意，既不怕官府找麻烦，也不怕这些茶商捅刀子？
"精明的商人": 那样对他们来说都不是划算买卖。
"精明的商人": 要是没了我，茶商要么老老实实缴纳税款，要么冒着风险再找运货的路。
"精明的商人": 要是没了我，官府重新网罗这些走私贩的消息得花多少钱；再或者，官逼商反，平叛又要花多少钱？
"绩": 三赢的买卖，的确是难得的划算生意。
"精明的商人": 在尚蜀待了有段时间了，这里的菜式差不多吃腻了。把这边的生意交给别人打理，我们再往东边走走吧。
"绩": 去东边，做什么生意？矿产，漕运？
"精明的商人": 什么生意赚钱，就做什么生意......这一次，主要还是想回家看看。
"绩": ......
"精明的商人": 你之前不是问我，有没有一句放之四海而皆准的道理？
"精明的商人": 天下熙熙，皆为利来；天下攘攘，皆为利往。
"精明的商人": 法理道德，信仰名誉，世上没有不能写在账本上的东西。
"绩": ......受教了。
//////  所见皆如此。  //////
//////  我好像，有点明白了。  //////
"绩": 姐姐，我算了一笔账。
"绩": 这么多年来，我们兄弟姐妹活在这炎国，各自的账本上，盈亏如何。
"绩": 大哥找到了自己的道，但始终不容于世，于人间爱不得、恨不得、纠缠不得，是亏。
"绩": 令姐逍遥自在，这片天地困不住她，自得其乐，是盈。
"绩": 还有几个妹妹，不见得通透，倒也没什么烦恼，不盈不亏。
"绩": 至于二哥......总之，颉死了，无论如何，都是大亏。
"绩": 我们一家和炎国人打了一千年的交道，任由他们差遣，这笔账，我实在算不出我们有半点好处。
"绩": ......最重要的，是你，姐姐。
"绩": 你当真是半点都不曾把利益得失放在心上？

"绩": 取而代之？
"望": 是。
"望": 为了复仇，也为我们，赌一个结局。
"绩": 你......怎么能做到？
"绩": 十二分之一，怎么能赢过整体？
"绩": 这件事成败几何......你又有多少把握？
"望": 我算过很久......
"望": 棋盘纵横十九道，棋路算尽......执黑先行者贴七目半，无半分可胜之机。
"望": 只靠我一人，确实很难做到。
"望": 所以需要一些你的帮助。
"望": 若是我告诉你，如果还有那唯一一点可能，唯有此路。
"望": 你愿不愿意，赌上全部身家性命？
(灰幕)

(灰幕结束)
"绩": 你追得很紧。
"左乐": 先生对自己当下所作所为或许得有个解释。
"绩": 左公子想要怎样的解释？
"左乐": 挑动邪魔危害百姓，篡夺国家工事，还有，谋害其他代理人生命。
"左乐": 你的所作所为，罪责比起望犹有过之。
"绩": 虽然对这些罪状我还有些异议，不过，左公子现在想要怎么做？
"左乐": 交出那匹布，在司岁台的监视下回到京城。
"绩": 按你说的做，我会得到什么？
"左乐": 一个听候判决的机会。
"绩": 可惜，这个价格我不太想接受。
"左乐": 你是要与炎国为敌？
"绩": 就算如此，左公子又能做到什么？
左乐上前一步，拔出了刀。
"绩": ......
"年": 欺负普通人，有意思吗？
(震动)
"左乐": 你们——？
"年": 好小子，居然跟到了这里来，不得不说，要对你刮目相看了。
"年": 接下来是家务事，麻烦司岁台给我们一点私人空间。
(震动)
"绩": 你们从那颗“心脏”里逃出来，动作比我预想的要快一点。我的妹妹们心态也成熟了不少啊。
"夕": 别说得好像大家关系很好一样。
"年": 你当这是考验？我还以为你是存心想干掉我们来着。
"绩": 怎会......
"年": 原来你销声匿迹这么多年，就是为了织这匹布。
"年": 拿大炎“国祚”织衣服，真有你的。
"绩": 他去见祂之前，需要这个东西。
"绩": 走遍了炎国各地，最终决定要把大荒城织进去的时候，还是有些舍不得。
"夕": 你们果然是串通好的——
"夕": 他难道都已经准备好了......？
"年": 我早该想到，你才是最容易和那个臭棋篓子聊得来的。
"年": 别说你不知道，你把这匹布从这里带出去，意味着什么。
"年": 这是对炎国明晃晃的宣战。
"绩": 那又如何？
"年": 三哥，说实话，在几个哥哥姐姐里我还挺喜欢你的。总觉得很多时候我俩能碰撞出挺不错的主意来着。
"年": 早些时候，你拉着我到处卖夕的赝品画，我也帮了你不是？
"夕": 还有这种事？！
"年": 但抱歉啦，这一次，连我都觉得你还是太激进了点。
"绩": 可惜。
"绩": 看起来，夕妹也不愿意站在我这边了？
"夕": 做梦。
