
《21.理想城：长夏狂欢季》

01.IC-ST-1 旅行前夕
"极境": 但是，如果如你所说，这是他最后的机会——
"极境": 你也要问问你自己，你究竟只是想要和他关系变好，还是说，即使关系恶化，你也希望他走出来？
"卡奇·叙光": ......
"卡奇·叙光": 我会去试试。
"极境": 那我建议你快一点。
"极境": 不然的话，嘉维尔的拳头，可就不是“拉一把”那么简单了。
"卡奇·叙光": 哈哈，那我就先去了！
"黛柯绮·银币": ......

"黛柯绮·银币": ......
"黛柯绮·银币": 活泼，外向，懂得社交，这些确实都是很好的品质，卡奇。
"黛柯绮·银币": 你认为人应该变成这样，而你也确实是在这么做的。
"黛柯绮·银币": 但你不能总是想要让别人变得和你一样。
"黛柯绮·银币": 极境的话也是对的，如果我要帮斯第奇的话，或许我也会这么做。
"黛柯绮·银币": 但我觉得苦恼和逃避也是对的。
"黛柯绮·银币": 所以......
"黛柯绮·银币": 卡奇，既然你要按照你的想法去做，那我也要按照我的想法去做。
"黛柯绮·银币": 如果斯第奇想要逃，我会帮他逃。
"奇怪的机械": 黛柯绮，黛柯绮，你找我们？
"黛柯绮·银币": 去吧，去帮斯第奇。

"极境": ......黛柯绮小姐，如果她不是故意的，那就是她并没有发现自己的表情其实很好读懂吧。
"极境": 她其实并不同意我的话，呵呵。
"极境": 嗯——好久没有感到这么青春的氛围了，我都有点想去凑热闹啊。
"极境": ......
"极境": 算了，真过去的话，说不定会被嘉维尔卷进去。
"极境": 我可不想平白无故挨一顿揍。
"极境": 所以，斯第奇啊，你也该醒一醒了。
"极境": 有这么多人都想要帮你呢，视而不见可是会遭报应的。

"阿芙朵嘉": 我不明白，你们明明不像嘉维尔那样不讲道理。
"阿芙朵嘉": 为什么你们会这么地——
"阿芙朵嘉": 惯着她？
"依娜姆": 因为看到嘉维尔这样的人，你难道不觉得，我们需要这样的人吗？
"森蚺": 依娜姆，你不是在外面吗？
"依娜姆": 看你们半天不出来，还以为你们在干什么呢......
"依娜姆": 阿芙朵嘉，其实我们是有些相似的。
"依娜姆": 我会来阿卡胡拉当信使，很大一部分原因，其实是想要逃避无止境的王酋之间的倾轧。
"依娜姆": 阿卡胡拉什么都没有，但是在这里的生活很舒服，我很喜欢这片土地。
"依娜姆": 而且，要说担心，我比你更担心杜林的到来会不会引发什么问题。
"阿芙朵嘉": 那你为什么还......
"依娜姆": 嘉维尔离开了阿卡胡拉这么多年，一点也没有改变。
"依娜姆": 仿佛这片大地上没有什么东西能够让她屈服。
"依娜姆": 看到嘉维尔，我就会想，啊，这片大地上还是有这样的人的啊。
"依娜姆": 我会忍不住地想要帮她一把。
"依娜姆": 就这么简单。
"森蚺": ......
"森蚺": 在跟着嘉维尔离开阿卡胡拉前，我也十分无知。
"森蚺": 我跟着罗德岛看到了许多东西，但我逐渐发现，我真正学到的，并不只是知识。
"森蚺": 这片大地上有着许多我没有想过，但又理所当然的事情。
"森蚺": 嘉维尔一定也已经见过许多她也无能为力的事。
"森蚺": 我的梦想是造出这片大地上最厉害的机器。
"森蚺": 但造出来之后该用来做什么呢，我其实也没有想好。
"森蚺": 不过，看着嘉维尔，我逐渐有了一个想法。
"森蚺": 我制造的机器，会用来帮助嘉维尔。
"森蚺": 总有一天，嘉维尔的拳头会遇到砸不穿的墙壁。
"森蚺": 但那并不是她的问题，她毕竟也是血肉之躯。
"森蚺": 而我会像这一次一样，给她最好的武器。
"森蚺": 拳头不行，那就用斧头。斧头不行，那就用锤子。锤子不行，那就用电钻。电钻不行，那我就给她造一台大丑。
"森蚺": 如果大丑还不行，那我就给她造一座移动城市，她想用来干什么，就用来干什么。
"阿芙朵嘉": 你就这么信任她？
"森蚺": 因为嘉维尔比任何东西都能代表阿卡胡拉。
"森蚺": 她是我们的主心骨，她也将成为更多人的主心骨。
"森蚺": 而我们能做的，就是让嘉维尔的拳头永远不受阻碍。
"阿芙朵嘉": ......
"依娜姆": 当然，实际上我也挺担心，真的把阿卡胡拉交给她来管会成什么样子就是了。
"依娜姆": 以嘉维尔的性格，让她去拥有权力，权力可能会比她还不自在。
"依娜姆": 所以，其实如果她真的来当王酋的话，我是打算给她狠狠培训一段时间的。
"森蚺": 大概不会有效果吧。
"依娜姆": 哈哈，我猜也是。
"依娜姆": 只是，连我自己都没想到，我居然愿意为了她做到这一步。
"阿芙朵嘉": ......
"依娜姆": 你的经历让你始终对嘉维尔这样的人心存怀疑。
"阿芙朵嘉": 我不否认。
"依娜姆": 那么，或许你可以试着从相信她开始。
"阿芙朵嘉": ......我会尝试一下。
"依娜姆": 所以说，地图呢？
"阿芙朵嘉": 啊......我忘记了。
"大祭司": 噢，在你们为了嘉维尔吵得不可开交的时候，只有我这把老骨头和这些机器人在认真寻找着地图。
"大祭司": 并且，我从刚才就发现了，这面书架上的书，和游记根本没有关系。
"大祭司": 所以，我就去了书架的另一面找了找，一下子就找到了。
"大祭司": 是这个没错吧？
"阿芙朵嘉": 没错。
"森蚺": ......
"依娜姆": ......
"奇怪的机械": 阿芙朵嘉，笨蛋，阿芙朵嘉。
"阿芙朵嘉": ......好啦，我知道错啦，对不起！
"阿芙朵嘉": 这样可以了吧！
"克罗绮·砖石": 啊，阿芙朵嘉，太好了，你还在这里。
"克罗绮·砖石": 耶奇大师刚才发来了通讯，他提议现在就在广场举行全体大会，其他代表都已经同意了，问问你的意见。
"阿芙朵嘉": ......
"阿芙朵嘉": 谢谢你，祖玛玛。
"阿芙朵嘉": 我虽然还是没有完全接受，但或许——我确实可以尝试一下。
"森蚺": 嗯。
"阿芙朵嘉": 克罗绮，告诉耶奇大师，就说，我没有问题，并且，我会来说服际崖城的居民们。



09.IC-8 金属气味



"耶奇·地心": 咳咳，各位际崖城的居民们，我是你们的环境与气候代表，耶奇·地心。
"耶奇·地心": 现在，把大家都喊过来不是为了别的，正是为了讨论有关际崖城的未来。
"耶奇·地心": 现在勘测结果也已经出来了，我们几位代表也讨论出来了几套可行的方案，今天，我们会在这些方案中做出选择。
"耶奇·地心": 而且，有关最后怎么折腾这座城市，最好也能讨论出一个方案。
"耶奇·地心": 不过，今天这场会议不是我主讲，而是会由阿芙朵嘉来发言。

"克罗绮·砖石": 阿芙朵嘉，你真的没问题吗？
"克罗绮·砖石": 虽然你已经在际崖城生活了这么久，城里的人都认识你，但是，这还是你第一次真的站在大家面前吧？
"阿芙朵嘉": 嗯。
"耶奇·地心": 好了，阿芙朵嘉，该你上场了。
"阿芙朵嘉": 耶奇大师，我可能会说得久一些，没问题吗？
"耶奇·地心": 噢，我想你是不可能打破我曾经创下的，把半座城市的人都给说睡着的记录的。
"阿芙朵嘉": 还有这样的事情吗？
"克罗绮·砖石": 啊，我记得，那一次是大师说着说着，开始讲起了地质学的知识。
"克罗绮·砖石": 从下午说到了晚上，直到大师自己都撑不住了才终于结束了。
"阿芙朵嘉": 我大概也不会说那么久吧。
"耶奇·地心": 去吧，阿芙朵嘉，我看得出来，这也会是你作为地上人，在我们这里生活了这么久的一次总结。
"阿芙朵嘉": ......谢谢，那我去了。
"远处的声音": 真的是阿芙朵嘉小姐！
"远处的声音": 阿芙朵嘉小姐！无论你说什么我都支持你！
"耶奇·地心": 为什么我演讲就没有这么受欢迎？
"黛柯绮·银币": 因为除了您的最长记录之外，其他由您主持的会议，也没有短到哪里去。
"耶奇·地心": 臭丫头，别以为我不知道，每次你都是第一个睡着的。
"黛柯绮·银币": 今天我可不会睡，今天的阿芙朵嘉，和平时不太一样，她到底想说些什么？

"激动的杜林人": 太好了，虽然耶奇大师确实很厉害，但是要听他开会太折磨了。
"悠哉的杜林人": 阿芙朵嘉小姐人又美，声音也动听，如果是她来讲，多久我都愿意听啊。
"阿芙朵嘉": 各位际崖城的居民，大家好，我是文学代表，阿芙朵嘉。
"阿芙朵嘉": 今天，将由我来主持这场事关际崖城未来的会议。
"阿芙朵嘉": 关于在灾难之下如何撤离际崖城，最后，我们通过与耶奇大师的讨论，认为有三种可行的方案。
"阿芙朵嘉": 不过，在讨论具体的方案之前，我想和大家先聊些别的事情。
"阿芙朵嘉": 那就是，关于我的过去。
"阿芙朵嘉": 不是阿芙朵嘉·锐笔的过去，而是，阿芙朵嘉·尼古拉耶芙娜·伊万诺娃的过去。
"阿芙朵嘉": 在来到杜林的城邦生活后，我创作了许多故事，也和许多人分享了许多有关我的事情。
"阿芙朵嘉": 但唯有这一部分，我从来没有对任何人说过。
"阿芙朵嘉": 今天，我想分享给大家。
"阿芙朵嘉": ......
"阿芙朵嘉": 我出生在一个乌萨斯的贵族家庭......

阿芙朵嘉本以为自己会不知道该说些什么。
但是当她真正开口的时候，记忆却在一瞬间倾泻而出。
她发现，自己并不是不知道说什么，而是能说的太多了，自己竟一时间不知道从哪里开始。
杜林人们并不知道这对她来说意味着什么，但她自己却一清二楚。
这是她流落到杜林的城邦后，第一次回头去看自己的过去。
她本想让时间冲淡过去的经历，她曾无数次地想要让自己忘记自己身为乌萨斯的一部分。
而此时此刻，她终于真正意识到，她永远都无法抹去自己的出身，也不可能真正逃避自己的过去。
但是，见到嘉维尔，见到嘉维尔身边的那些人，让她明白——
或许这样也没有那么糟。
往事如潮水，将她一点一点地淹没，也将听故事的杜林们牵扯其中。
但她不再为此痛苦，于是，杜林们也甘之若饴。

斯第奇坐在房间里，他试图强迫自己不去想这件事情。
但他发现自己做不到。
他知道，这是自己最后的机会。
如果放弃这个机会，自己将永远无法胜过老师。
而且，他有一种预感，这一次无法胜过的话，他将永远无法胜过某种他无法言喻的东西。
他知道。
但他做不到。
他缓缓抱住了自己的头。
“哐哐哐——”
敲门声在这时响起。
"嘉维尔": 喂，斯第奇，你在里面吧？
"斯第奇·画布": ......
"嘉维尔": 别装了，我知道你在里面。
"斯第奇·画布": 别来管我，嘉维尔！
"嘉维尔": 那可不行，找你有事呢。
"斯第奇·画布": 如果是穹顶的事，去找卡奇吧。
"嘉维尔": 不行。
"斯第奇·画布": 为什么？
"嘉维尔": 因为那是你应该做的事情。
"嘉维尔": 你先开门，我进来再说。
"斯第奇·画布": 我不会让你进来的！
"嘉维尔": 那可就，由不得你了。
(震动)

“轰”的一声，门连带着周围的墙壁应声而倒，嘉维尔拖着她的巨斧轻松地走了进来。
她看到，斯第奇双手抱着自己的头坐在桌边，从她的角度，无法看清表情。
他的手边，是空白的稿纸。
而他的脚边，则是只画了几笔的稿纸，不是被撕碎了，就是被揉成了一团。
"嘉维尔": 这些是......穹顶的设计图啊。
"嘉维尔": 你其实也是想要做的吧？
"斯第奇·画布": 嘉维尔，为什么你不能放过我？
"嘉维尔": 要我说的话，与其说是我不放过你，不如说——
"嘉维尔": 躲在这个小房间里，对着稿纸自顾自地苦恼，不把自己的想法告诉任何人。
"嘉维尔": 现在是你没有放过你自己啊，斯第奇。

"斯第奇·画布": 你根本什么都不懂......
"嘉维尔": 我知道啊，所以我也没打算强行把你带回去嘛。
"嘉维尔": 既然我不懂，那我搞懂不就行了？
"斯第奇·画布": 那你为什么要砸穿我的门！
"嘉维尔": 不砸穿的话，你连说都不愿意说吧。
"斯第奇·画布": 你分明是在威胁我......
"嘉维尔": 我很讲道理的啊，如果你能说服我的话，说不定我还会帮你一把呢。
"斯第奇·画布": ......
"嘉维尔": 我在路上想通了一件事。
"嘉维尔": 你从一开始，就在抗拒修穹顶的事，对吧？
"斯第奇·画布": ......

"克罗绮·砖石": 地面上的生活还真是蛮丰富多彩的，以前都没听阿芙朵嘉提起过......对吧，耶奇大师？
"耶奇·地心": 啊？嗯？
"克罗绮·砖石": 没事。不过，难得见到您在这种时候走神，怎么了？
"耶奇·地心": 我在想斯第奇那小子的事。
"克罗绮·砖石": 斯第奇？那边不是有嘉维尔和卡奇去找他吗，应该不会有事吧。
"耶奇·地心": 不是有不有事的问题，而是......
"耶奇·地心": 看到他今天的样子，我忽然回过神来，或许，我之前逼他逼得有点太紧了，而我自己没有发现。
"克罗绮·砖石": 您是说修穹顶的事？
"耶奇·地心": 是啊。
"耶奇·地心": 不修穹顶的事嘛，我当然也是同意的。
"耶奇·地心": 但勘测装置坏了我很着急，也是真的。
"耶奇·地心": 而斯第奇这小子，自从他老师失踪后，他的状况你也看到了。
"耶奇·地心": 他好几次提出的穹顶方案都没有通过，然后，不知道从什么时候开始，连会都不去设计部开了，就整天埋在他的房间里。
"耶奇·地心": 于是，我就想着能不能逼他一把，如果他最后能拿出一套新的方案来修穹顶，那正好顺水推舟提出来。
"耶奇·地心": 我也可以帮他一把。
"克罗绮·砖石": 结果他跑到了地上招来了一群地上人帮您修铁路。
"耶奇·地心": 是啊，我没想到，这小子为了不修穹顶能做到这份上。
"耶奇·地心": 我于是想着，那就先算了，勘测源石矿脉的事情更要紧。
"耶奇·地心": 他这么不想修，那就先放着吧，之后有的是机会。
"耶奇·地心": 结果没想到，这就没有机会了。
"克罗绮·砖石": 但这不是您的错啊，真要说，也是一直在逃避的斯第奇的错吧。
"耶奇·地心": 但是，如果对那小子来说，这座穹顶真的那么重要——
"耶奇·地心": 那他没有抓住机会的话，会抱憾终身的。

"嘉维尔": 所以，你到底为什么这么排斥修穹顶的事？
"斯第奇·画布": 因为老师留给我的任务。
"嘉维尔": 老师？任务？可我听卡奇说，你的老师不是失踪了吗？
"斯第奇·画布": 老师......并不是突然失踪的。
"斯第奇·画布": 他虽然没有告诉其他人，但他给我留下了一个课题。
"斯第奇·画布": 我必须用我的穹顶设计说服所有人，将际崖城的穹顶变成我的设计。
"斯第奇·画布": 只有这样，他才会重新回来找我。
"斯第奇·画布": 否则的话，他将永远不会回来。
"嘉维尔": 你也姓画布，他是你的亲人？
"斯第奇·画布": 不，我的姓是后来改的。
"斯第奇·画布": 八年前，我侥幸在一场活性源石矿脉的爆发中幸存下来，是老师将无家可归的我带在了身边。
"嘉维尔": 所以你的矿石病......
"斯第奇·画布": 对，就是那时候，我感染了矿石病。
"斯第奇·画布": 我听说地面上把感染这种病的人叫做感染者，并且会排斥他们。
"斯第奇·画布": 杜林虽然没有这样的事情，但是，我们也无法根治矿石病，只能用一些药物抑制病情。
"嘉维尔": 这一点倒是跟地上一样。
"斯第奇·画布": 在那之后，我就改成了老师的姓氏，跟着老师学习建筑设计。
"嘉维尔": 我听说，你的老师很厉害？
"斯第奇·画布": 那当然！我的老师，芬奇·画布，是际崖城上一任的设计代表。
"斯第奇·画布": 我们这个流派，用你们地上的分类来定义的话，应该是所谓的“极简主义”。
"斯第奇·画布": 我们反对花哨和浮夸的设计风格，因为我们认为，这是长久以来的散漫生活导致的无休止欲望的蔓延。
"斯第奇·画布": 长此以往，我们必将被自己的欲望所吞没。
"斯第奇·画布": 因此，我们主张一种凸显物性的生活方式。
"嘉维尔": 物性是啥啊？
"斯第奇·画布": ......唉。物性，就是一件事物的本来面貌，我们反对一切不必要的功能性，希望将事物保持在其原有的样貌之上。
"斯第奇·画布": 这是对于我们欲望生活的反叛。
"嘉维尔": 啊，嗯，也就是你房间那种和外面不一样的，很简单的设计吗？
"斯第奇·画布": ......
"斯第奇·画布": 不，我和老师的风格并不完全相同。
"斯第奇·画布": 我的风格脱胎于老师，却又和老师背道而驰。
"斯第奇·画布": 让城市以最好的面貌迎接毁灭，这种仅仅是因为我们生产力上的富余而产生的做法，是多么地傲慢与浪费。
"斯第奇·画布": 因为生命是有限的，而我的生命，更是已经在倒计时了！
"斯第奇·画布": 嘉维尔，你也是感染者，难道你不明白吗？
"斯第奇·画布": 你的生命有限，所以必须把有限的精力用在更有意义的事情上。
"嘉维尔": 这是当然的啊，所以我才会学习医学，因为我想要医治自己，也想要医治更多和我一样的人。
"嘉维尔": 但是，既然你这么想，为什么你不把握住这最后一次机会呢？
"斯第奇·画布": ......你以为我不想吗？
"斯第奇·画布": 你看到这边的这些设计图了吗！
"斯第奇·画布": 它们就是我这些年失败的证明！
"斯第奇·画布": 我设计了一版又一版的方案，但它们全都没有被通过！
"斯第奇·画布": 在之后，我甚至无法画出过得了我自己这关的图纸。
"斯第奇·画布": 我不知道是际崖城的人脑子有问题，还是我的脑子有问题。
"斯第奇·画布": 我只知道，现在看到那座穹顶，我只感到害怕！
"斯第奇·画布": 它就像老师给我设下的牢笼，让我永远也逃不出去！
"斯第奇·画布": 就算这是最后一个机会。
"斯第奇·画布": 我也已经做不到了！
"斯第奇·画布": 就算我能想出新的方案，也一定无法被通过。
(震动)
"斯第奇·画布": 更何况，你告诉我。在这么短的时间里，我要怎么样才能想出一个新的而且能被通过的方案？！
"嘉维尔": ......
"斯第奇·画布": 所以，我是不会跟你走的，嘉维尔。
"斯第奇·画布": 我已经是一个失败者了。
"斯第奇·画布": 你回去告诉耶奇大师，如果穹顶一定要修，那就让卡奇去做吧。
"斯第奇·画布": 卡奇一定会做得比我更好。
"嘉维尔": 你的想法，我大概理解了。
"嘉维尔": 既然如此，那你就更应该跟我走一趟了。
"斯第奇·画布": 你听不懂人说话吗！
"嘉维尔": 我听懂了啊。
"嘉维尔": 但是，这些想法，你应该亲自解释给其他人听。
"斯第奇·画布": 啧......
"奇怪的机械A": 斯第奇有危险，斯第奇有危险。
"奇怪的机械B": 保护斯第奇，保护斯第奇。
"嘉维尔": 嗯？这些机器人是从哪里冒出来的——
"斯第奇·画布": ——！
"嘉维尔": 别想跑！



10.IC-9 穹顶之上

  <行动后>



"克罗绮·砖石": 欸，您说到这个的话，我也想起来了。
"克罗绮·砖石": 几年前，我有参加过两次他和卡奇关于穹顶的竞稿会。
"克罗绮·砖石": 那时，芬奇大师刚离开不久，而两个初露锋芒的新星都想用穹顶的改造方案证明自己。
"克罗绮·砖石": 卡奇经常在会议上滔滔不绝，阐述自己的想法，解说自己设计的得意之笔。
"克罗绮·砖石": 而斯第奇，会把他那些精美的图纸铺在桌子上，然后就退到一旁。他好像并不愿意花费精力在解释上，他希望我们能自己领悟。
"克罗绮·砖石": 有的人喜欢卡奇的细致思路，也有的人认可斯第奇对自己作品的自信乃至自矜。他们无疑都当得起新星的称号。
"克罗绮·砖石": 这场较量持续了几年，谁也没能真正获得多数人的认可，让自己的设计得以通过。
"克罗绮·砖石": 直到从某一次开始，斯第奇不再出现。
"耶奇·地心": 芬奇还在的时候，曾经和我聊起过这个话题，他说，他很担心自己这个徒弟的将来。
"耶奇·地心": 只是，你说的这些，旁人说再多也没有用，只有他自己想通，放下自己的傲慢，才有可能听取他人的意见。
"耶奇·地心": 否则，别说卡奇了，就算是嘉维尔那样强硬的人，恐怕也拿他没有办法。
"克罗绮·砖石": 即使嘉维尔真心想帮他，也不行吗？
"耶奇·地心": 如果真的有这样的办法，芬奇那老家伙应该早就尝试了吧。
"耶奇·地心": 但是，谁知道呢......卡奇和嘉维尔在性格上完全相反，他们两个一起去帮斯第奇的话，或许真的会发生什么奇迹吧。

"嘉维尔": 唉，毕竟是祖玛玛的朋友，不能对这些家伙下重手还挺麻烦的。
"嘉维尔": 嗯？对了，你们应该认识祖玛玛吧？我是她的朋友。
"奇怪的机械": 祖玛玛......确认身份，祖玛玛的朋友，嘉维尔。
"奇怪的机械": 祖玛玛说过，不能伤害嘉维尔。
"奇怪的机械": 我们不伤害嘉维尔。
"斯第奇·画布": 什么？！
"嘉维尔": 哈哈，之前看那家伙跟你们玩得挺开心的，没想到提她还真的有用。
"斯第奇·画布": 啧！
"嘉维尔": 能不能帮我围住他？
"奇怪的机械": 我们不会伤害际崖城的居民。
"嘉维尔": 放心，我只是要带他去他应该去的地方而已。
"奇怪的机械": 了解。我们相信嘉维尔，我们帮助嘉维尔。
(震动)
"斯第奇·画布": 别拦我的路！
"嘉维尔": 斯第奇·画布，我问你一个问题。
"斯第奇·画布": ......我已经没有什么可跟你说的了！
"嘉维尔": 说了这么多，你讨厌际崖城的居民吗？
"斯第奇·画布": ......
"嘉维尔": 不，你不用回答。
"嘉维尔": 如果你讨厌这里的居民，那你来到地上后，就该留在那里，你完全可以不告诉我们有关你部族的危机。
"嘉维尔": 但你还是做了。
"嘉维尔": 你虽然不想修穹顶，但你依然割舍不下这里，所以你才会把特米米和依娜姆带下来的。
"斯第奇·画布": 是又怎么样？
"嘉维尔": 那我很好奇，斯第奇。
"嘉维尔": 你有没有去问过那些否定你的人，他们为什么不喜欢你的方案？
"斯第奇·画布": ......没有。
"嘉维尔": 我想也是，这就像你刚才说的那些话，肯定也从来没有告诉过身边的人一样。
"嘉维尔": 实际上，你真正的想法也还没有告诉我。
"嘉维尔": 我知道，有些话很难开口。
"嘉维尔": 我的病人里也有不少死撑着不想告诉别人的人。
"嘉维尔": 不想给人添麻烦，觉得没人理解自己，就是嘴硬说不出口什么的，都有。
"嘉维尔": 但无论如何，不说的话，直到你死，都没人知道。
"嘉维尔": 我不会说你做错了，斯第奇。
"嘉维尔": 但我要你试一试。
"斯第奇·画布": 真正的想法，到了现在，我真正的想法连我自己都已经不知道了！
"嘉维尔": 那我至少也要......
(震动)
"？？？": 等等！
"嘉维尔": 嗯？
"卡奇·叙光": 嘉维尔小姐，请等一等。
"斯第奇·画布": 卡奇？你为什么会来这里？

广场上寂静无声。
所有杜林都在聚精会神地倾听着阿芙朵嘉的故事。
这个故事一开始温情脉脉，却逐渐显露杀机。
当图穷匕见的那一刻，所有人都忍不住屏住呼吸，下一刻，又为她的幸存而松了口气。
但这一切竟只是个开端，因为幸存是苦难与旅途的开始，她在这一路上看到了更多。
"阿芙朵嘉": ......当我走到洞窟的尽头时，我一瞬间以为自己出现了错觉。
"阿芙朵嘉": 如果那不是一座充满金属光泽的升降梯，我甚至会以为那是迎接我通往死亡的阶梯。
"阿芙朵嘉": 我当时的心中甚至是喜悦的，因为我以为，自己的受难终于要结束了。
"阿芙朵嘉": 我终于可以在死亡的怀抱中休息片刻。
"阿芙朵嘉": 但我却没想到，那座升降梯，打开了我通往新生活的大门。
"阿芙朵嘉": 以上，就是我在来到地下之前，所经历过的事情了。
"阿芙朵嘉": 这就是我所能为各位展示的，地面上的生活。
"阿芙朵嘉": 它绝对称不上美好。
"阿芙朵嘉": 但是，当我真正回头去看时，它又没有我所以为的那么糟糕。
"阿芙朵嘉": 而我之所以要先和各位说这些，想必有些聪明的人已经猜到了。
"阿芙朵嘉": 是的。
"阿芙朵嘉": 根据我们的讨论结果，我们总结出了三套撤离方案。
"阿芙朵嘉": 第一套，通过隧道进行撤离。
"阿芙朵嘉": 经过计算，即使我们立刻以最快的速度开始撤离，在爆发之前，恐怕也只能将七成的人口撤离到隧道那一头的兄弟城市。
"阿芙朵嘉": 如果采用这套方案的话，我们就需要立刻开始行动，不能有任何耽搁。
"阿芙朵嘉": 第二套，立即动用全部资源，向着隧道的反方向，也就是另一边的空洞处进行挖掘，并开辟出一个安全的避难所临时使用。
"阿芙朵嘉": 目前看来，这套方案最终的存活率要高于上一套方案，但是，隧道是我们和其他城市的唯一连通方式。
"阿芙朵嘉": 灾难将会摧毁我们的大部分设施，在这种情况下，且不论开辟的避难所能否容纳全城的人。
"阿芙朵嘉": 即使真的可以救下所有人，在灾难过去之后，我们能够坚持多久也将是一个问题。
"阿芙朵嘉": 而第三套方案......则是前往地面。
"阿芙朵嘉": 经过工业代表的估算，那座工业升降梯在经过短时间的扩建后，可以做到在爆发前将全城人口都转移到上方的洞窟。
"阿芙朵嘉": 而前一段时间来到际崖城的几位客人，正是来自位于际崖城正上方的地表之上。
"阿芙朵嘉": 那里是一片名叫阿卡胡拉的茂盛雨林，她们作为那里的管理者，愿意为际崖城的居民提供居住的空间以及各种帮助。
"阿芙朵嘉": 等到灾难过去，我们安顿下来之后，可以到时候再选择返回这里，或者另做打算。
"阿芙朵嘉": 目前看来，第三套方案，是风险最小，最能够让所有人都活下来的方案。
"阿芙朵嘉": 只是，我们要做一个对杜林来说，可能是前所未有的决策——
"阿芙朵嘉": 前往地面。
"阿芙朵嘉": 刚才我讲述的，关于我的故事，也是为此而讲。
"阿芙朵嘉": 我们依然有别的选择，我不希望大家被我的话影响判断。
"阿芙朵嘉": 因此，我选择将我的故事讲出来，由大家自行判断。
"阿芙朵嘉": 那么，依照惯例，十分钟后，我们将开始对三种方案的表决。

"卡奇·叙光": 我有些话想要跟斯第奇说。
"嘉维尔": 好吧。
"卡奇·叙光": 斯第奇，我......
"斯第奇·画布": 穹顶交给你不是正好吗？
"斯第奇·画布": 你又是现任设计代表，大家又喜欢你，由你来设计新的穹顶肯定会被大家接受吧。
"斯第奇·画布": 从当年延续至今的较量，你赢了。
"卡奇·叙光": 啊，我要说的不是这个。
"卡奇·叙光": 我是来向你道别的。
"斯第奇·画布": ......你说什么？
"卡奇·叙光": 是这样的，在芬奇大师离开后，设计代表的职位一直只是由我代理。
"卡奇·叙光": 而我在接过这个重担之后，愈发感觉到我的能力或许并不足以承担这份责任。
"卡奇·叙光": 其实，我一直都想去把芬奇大师找回来，只有他，才是我们这座城市真正的设计代表。
"斯第奇·画布": 你......
"卡奇·叙光": 而我走后，最适合接替这个位置的，显然就是身为芬奇大师弟子的你了。
"卡奇·叙光": 就在刚才，我回了一趟设计部，完成了一些工作交接，已经打算收拾行李出发了。
"斯第奇·画布": 为什么是现在？！
"卡奇·叙光": 我听说了要前往地上的事，刚才我路过广场的时候，听到阿芙朵嘉小姐的演讲了。
"卡奇·叙光": 这个提案我想最终一定会被通过吧。
"卡奇·叙光": 但芬奇大师应该身在某座杜林城市里，所以，我想趁着现在还能通行，先赶去隔壁城市安顿下来再做打算。
"卡奇·叙光": 所以很遗憾，我应该是没有办法参与穹顶的设计了。
"斯第奇·画布": 你......你做这种事，以为我会感谢你吗，卡奇！
"卡奇·叙光": 我这么做不是为了被你感谢，斯第奇。
"卡奇·叙光": 而是我真的觉得你可以胜任。
"卡奇·叙光": 你缺少的，只是一个让别人认识你的机会，真的。
"斯第奇·画布": 你——！
斯第奇愤怒地想要向卡奇挥拳。
然而，拳在半空中，就无力地落下。
"斯第奇·画布": 老师突然离开，我知道他想要让我独立起来。
"斯第奇·画布": 你这么做，我知道你也想让我再尝试一下。
"斯第奇·画布": 嘉维尔也是，我知道你们是好心。
"斯第奇·画布": 我当然知道！
"斯第奇·画布": 但是，老师也是，你也是，嘉维尔也是，为什么你们都想要逼我！
"斯第奇·画布": 为什么你们就不能把我放着不管！
"斯第奇·画布": 为什么就不能让我继续躲下去！
"斯第奇·画布": 为什么你们都要对我这么友善！
(震动)
"斯第奇·画布": 为什么！
卡奇默默捡起旁边的设计图，递给斯第奇。
"卡奇·叙光": 因为你明明那么努力过了啊。
"卡奇·叙光": 你应该可以做得更好的，斯第奇。
"嘉维尔": 对别人好哪里需要什么理由？
"嘉维尔": 不想看人堕落下去又需要什么理由？
"嘉维尔": 现在，站起来，斯第奇。
"嘉维尔": 别哭丧着脸。
"嘉维尔": 你在一开始欺骗了我的族人，而且现在，你也给不少人添了麻烦。
"嘉维尔": 所以我要给你一拳。
"嘉维尔": 忍着点，不会很痛。

(震动)

看着嘉维尔举起的拳头。

斯第奇在一瞬间，想起了许多事。
老师给他上课时他的喜悦。
老师离开后他的悔恨。
每次竞稿失败时，从设计部走出来的不甘。
不知不觉间，当他抬头看向穹顶时，比起斗志，反而心生愤怒。
他认为这些情感都是自己的，没有人会理解他，他也不需要别人的理解。
但此时此刻，当他意识到，有人在如此真切地想要了解他，帮助他时。
他才真正明白，他或许确实应该放下一些什么了。
他想，自己确实应该受这一拳。
“轰！”
(震动)
然而，预想之中的疼痛并没有到来。

他低头看去，看到桌上有一个深深的拳印。
"嘉维尔": 哈，现在知道怕了？
"嘉维尔": 放心，我的拳头只会用来砸坏人。
"嘉维尔": 你小子又不是坏人，只是脑子不太好使，我打你干什么。
"斯第奇·画布": 你才脑子不好使！
"嘉维尔": 哟，还有心情还嘴，看来情绪还可以。
"嘉维尔": 怎么样，现在愿意跟我走一趟了吧？
"斯第奇·画布": 好吧。

