
《36.太阳甩在身后》

01.AS-ST-1 辉煌之城
"米奥": 这是祖拜尔为你设下的考验，只有通过，你才能见到他。
"佩佩": 刚才，在幻境之中，与我对答的人是他吗？
"米奥": 不，那其实是我，但问题确实是他为你预设下的。
"佩佩": 我通过了吗？
"米奥": 你失败了，从哪里来的就滚回哪里去吧，小丫头。
"佩佩": 可他在幻境里不还对我的回答挺满意吗？
"米奥": 没有，都是你的错觉！
"佩佩": 我必须见到他，城市中的骚乱因他而起，只有他才能停下。
"佩佩": 何况......要进入黄金之城，只有他能帮我达成，我不想放弃这最后的机会。
"米奥": 蠢丫头，你以为去黄金之城做史官是什么好差事吗？
"米奥": 因为要随侍在王者身侧，为了确保秘密不被泄露，他们都会被割去舌头。
"米奥": 你所记述的，不过是万王之王希望你记述的，从此你不再是自己，不过是王者的喉舌。
"米奥": 你真的愿意吗，蠢丫头？
"佩佩": 这些你又是从哪里知道的？黄金之城可不是随便一只动物就能去的。
"米奥": 蠢丫头，我饲养的第一只小人类可是路加萨尔古斯的小女儿！
"米奥": 我亲眼目睹那个可怜的女孩被自己的哥哥割掉了舌头！
(无语)
"佩佩": 什么？！
"？？？": 够了，米奥。
"？？？": 她已经通过了祖拜尔的考验，放她过去，不要多言。
"沃奥": 他在第三条小巷往里走倒数第二间民居中等你，记住，进去后先敲三下左边的门，然后直接推开右边的门。
"沃奥": 你就会见到他了。
"米奥": 你这混蛋，她没有通过考验，你凭什么要说出来！
"沃奥": 她已经通过考验了，米奥，不要再胡搅蛮缠了。
(震动)
"米奥": 没过！我说没过就没过！
"米奥": 蠢货，你难道要看这丫头变成......
(震动)
"米奥": 放开我！
"沃奥": 我们的任务已经完成了！快走！
"米奥": 喵嗷——！
衔住米奥的后脖颈，沃奥将它拖进巷口，留给佩佩的只有一道尘土中的拖痕。

"佩佩": 呼......第三条小巷里倒数第二间民居......
"佩佩": 先敲三下左边的门......
"佩佩": 然后直接推开右边的门......

"祖拜尔": 又见面了，佩佩。
"佩佩": 有个问题，如果我不按那只动物说的，先敲门再推门，我还能见到你吗？
"祖拜尔": 其实随便你推开哪扇门都能够见到我，重点是你到底想不想见我。
"佩佩": ......
"佩佩": 祖拜尔，我是带着锤子来找你的。
"祖拜尔": 你打算使用武力胁迫我吗？
"佩佩": 我不保证不用。
"佩佩": 时间不多了，我问你答，不要欺骗我。
"祖拜尔": 你问吧，佩佩，我会坦诚以待。但我并非因为你的恐吓而屈服，我回答只是因为我愿意回答。
"佩佩": 你已经找到第四颗宝石了吗？
"祖拜尔": 是的，有人一直为我保管着这颗宝石，其家族代代相传，就是为了等待某天我苏醒，将其奉还。
"佩佩": 你一拿到它就决定毁掉整座城市吗？外面已经因为宝石构装体乱做一团了。
"祖拜尔": 佩佩，城市中发生的事情我很抱歉，但我必须那么做，这是我的职责。
"佩佩": “第四颗代表肝脏，我们清醒着进入夜晚，为了职责与义务。”有关你职责的记忆终于完整了吗？
"祖拜尔": 是的。
"佩佩": 沙阿的宝库到底在哪里？
"祖拜尔": 就在我们脚下，就在米纳特哈玛仪这座城市的下面。
"祖拜尔": 可以说，这座城市的建立、富饶与兴盛都要仰仗父亲所留下的无尽宝藏。
"祖拜尔": 父亲离去后，我将他的衣冠冢修建在他的宝库最深处，这间宝库亦是他的陵寝。
"祖拜尔": 数百年的时间里，他们不停向地底发掘，在陵寝中获得的每一件文物与珍宝都化作了供养这座城市的养分。
"祖拜尔": 这是我的失职，但现在还不晚，尚有挽救的机会，他们还没有挖掘到最深处的......那些绝不容他人染指的珍宝。
"佩佩": 那到底是什么？
"祖拜尔": 别着急，佩佩，这正是我想要展示给你的。
一束阳光从窗外射入，打在祖拜尔的脚边。
祖拜尔高高举起手杖，上端的叉铃被不知从何而起的狂风卷动，发出清脆悠扬的铃声。
伴着铃响，佩佩听见祖拜尔哼起一首旋律莫名熟悉的歌谣，但歌词却晦涩难懂。
随即，女孩感觉到自己脚下坚实的土地变得柔软，仿若流动的沙地，她的脚踝早已深陷其中。
当祖拜尔的歌声行至结尾，他便将手杖重重扎进地面。
不过瞬间，沙尘四散扬起，没去了二人的身影。

"梅捷缇克缇": 水！拿水来！
"梅捷缇克缇": 快点！你们的阿娜特馆长逞强说了太多话，现在中暑了！
"？？？": 坏消息——博物馆停水很久了，梅捷缇克缇女士。
"娜仁图亚": 准确来说，所有的水龙头现在都在往外流沙子，关都关不上。
"梅捷缇克缇": ......你是博物馆的员工吗？我看你有点陌生......
"梅捷缇克缇": 不，等等，所有的水龙头......只有沙子？
"娜仁图亚": 是的。顺带一提，这是我们抵达的时候，你们的员工让我转交的一张请假条，还有一堆书。
"阿斯帕齐娅": 不知道他想去哪里。
"阿斯帕齐娅": 河水现在十分浑浊，无法取用，附近的净水渠也被黄沙填满了。
"娜仁图亚": 一切都是刚刚我们赶过来的路上发生的事，快得就像洪水涨起来漫过堤岸......
"娜仁图亚": 哈哈，漫灌节，只不过漫出来的是沙子。
"娜仁图亚": ......嘿，女士？你怎么不说话？有这么不好笑吗？
"梅捷缇克缇": ......
"梅捷缇克缇": 阿娜特，阿娜特，快醒醒！
(震动)
"梅捷缇克缇": 我、我们......我们要死了！
"娜仁图亚": 今天发生了这么多事情，你到现在才反应过来要死了？
"阿斯帕齐娅": 梅捷缇克缇女士，能请你具体说一下情况吗？
"梅捷缇克缇": 简单来说，如果全城所有的宝石都可能被拆除，那么河道中用于净水的宝石也不例外。
"梅捷缇克缇": 如果大量宝石被拆掉了，就会导致净水系统停转，压力变化，黄沙倒灌......
"阿娜特": ......这样一来，宝石构装体就有源源不断的材料，能垒起石柱与高墙，破坏城市现在的样貌。
"阿娜特": 而且，缇缇，我担心还有更糟糕的情况......
"阿娜特": 这么突然的压力变化，会导致古代的地下河道工程受损。
"梅捷缇克缇": ......我本来不想说出来的，阿娜特，我怕说出来就变成真的！我现在真的害怕这座城市了！
"娜仁图亚": 说吧，地下河道受损，然后呢？
"梅捷缇克缇": 大量的水分渗透会使这一带的砂土变得松软，形成流沙。
"梅捷缇克缇": 整座城市会沉降，构装体所不能消化的现代材料将埋入黄沙深处。
"梅捷缇克缇": 再加上我的一点推测......构装体并非平白无故在街道上建起立柱与高墙。
"梅捷缇克缇": 它们在复原自己记忆中这里的景象。
"梅捷缇克缇": 而我们所有人，连带数百年城市文明的痕迹，都会被埋回黄沙之下。
"娜仁图亚": 唔......
"梅捷缇克缇": ......需要我解释得更清楚一点吗？
"娜仁图亚": 不，我完全懂了。
"娜仁图亚": 这座城市如果被沙子淹没，我们都会死，你们会死，我的手下也会死。
"娜仁图亚": 那么，为了保护我的手下，我是不是只有一条路可以走了？



11.AS-9 向过去告别



"祖拜尔": 欢迎来到这里，佩佩。
"佩佩": 这便是沙阿所留下的宝库吗？和博物馆好像......
"祖拜尔": 你的感知是正确的，在我记忆还未恢复的时候，就觉得城中有些地方似曾相识。
"祖拜尔": 在建立城市的过程中，我想他们兴许是参考了陵寝的修建风格。
"佩佩": 这里到底有什么，祖拜尔？

墙壁上的油灯燃起，光线在如镜面般光滑的墙体与支柱间游走，昏暗的大厅变得明亮。
一时之间，无数犹如鬼魂一般的虚影，齐齐出现在大厅之中，或行或立。
"佩佩": 原来在沙阿的宝库中藏着的宝物......都是他自己啊。
"佩佩": 原来他这么自恋的吗......？
"祖拜尔": 当然不是，这些影像都是姐姐让我保存在这里的，自父亲离去后，姐姐一直很想念他。
"祖拜尔": 千年前，史官们通过发掘到的古代科技，保存了父亲的一言一行，无不栩栩如生。
"佩佩": 我在阿尔萨兰地区也找到了类似的物品，在晶洞中，它为我展示了一段沙阿的影像。
"祖拜尔": 那正是我留下的，我以为会有梦魇后裔找到那段影像，然后顺着线索找过来。
"佩佩": 你把它藏得太隐秘了，祖拜尔，别人肯定找不到。
"祖拜尔": 隐秘？我可是在外面主持修建了一座巨大的神庙。
"佩佩": 看来它没能抵御岁月的侵蚀，在我到达的时候，那里已经是一片颓唐破败的废墟了。
"祖拜尔": 但它还是指引你来到了这里，并且将我唤醒。
"祖拜尔": 这正是岁月变迁的奇妙之处，一些当时看来派不上用场的安排，也会因为一系列阴差阳错，作用出美妙的巧合。
"佩佩": 原来这里还有沙阿摘下面具的样子......
"佩佩": 这样的影像我不仅仅在阿尔萨兰见过，小时候，我和弟弟捉迷藏，误入了一间存放棺椁与亡者的密室。
"佩佩": 虽然有家学教导，知道自己迟早要接触到这些，但让一个孩子独自面对这些还是过于勉强了。
"佩佩": 当时我慌张失措，不知是误触了什么机关，见到了一段沙阿的影像，但我对他毫无认知，只当他是一个试图与自己沟通的鬼魂。
"佩佩": 他告诉我，这些棺椁只是一段被掩埋在沙土中的历史。
"佩佩": 当后来人将它发掘后，会架起一座跨越时间的桥梁，让我们跨过漫漫历史长河，彼此相识。
"祖拜尔": 我记得这句话......当时母亲去世，姐姐靠在棺椁上流泪不止，这是父亲蹲下来安慰她的话。
"祖拜尔": 我还记得，姐姐成为史官后，父亲常叮嘱她的话，要关注......
"佩佩": 要关注那些让英雄成为英雄的——历史的背面。
"祖拜尔": ......原来你已经听过了。
"佩佩": 这是那段影像最后留下的话，我一直记着。

看着路加萨尔古斯的影像，佩佩突然觉得有些荒诞。
一路的追寻中，她曾无数次地想象过沙阿的宝库中究竟保存着什么。
但此刻她突然意识到，自己所谓的执着与追寻，不过是从一个虚影到另一个虚影。
她抓紧手中的重锤，竭力忍住想要挥动它驱散眼前影子的冲动。
更让她觉得恐惧的是，自己家族所谓的职责与传承，又何尝不是一道虚影呢？

"阿雅妮": 梅捷缇克缇女士，我按照黄页把其他员工都联系了一遍。
"梅捷缇克缇": 还有不怕死愿意过来帮忙的人吗？
"阿雅妮": 我不确定，大多数人回答得都很复杂......
"梅捷缇克缇": ......谢谢你，你能再给阿娜特女士找几瓶水来吗？
"阿雅妮": 好的，梅捷缇克缇女士。
"梅捷缇克缇": ......像吉雅阿和妮雅阿一样不知道怕的人，终究还是少数。
"梅捷缇克缇": 阿娜特，我们现在也许只有两个小时。
"梅捷缇克缇": 其实现在立刻向城外逃跑，才是最好的办法。
"阿娜特": 抱歉，缇缇，我在比对城市测绘记录，无法分心想那么多......
"阿娜特": 但你应该知道，我和你留在这里的原因一样。
"梅捷缇克缇": ......职责。
"梅捷缇克缇": 可是那两个游客呢？她们和祖拜尔的复活没有任何关系。
"梅捷缇克缇": 她们甚至和这座城市也没有什么关系......现在我们却让她们进入地下水道，去做最危险的探查工作，想办法堵住灌进来的沙子。
"阿娜特": 所以我只能尽我最大的努力，让她们的勇气不会被浪费。
"梅捷缇克缇": ......我帮你捏捏耳朵。
(得意)
"阿娜特": 谢谢你，缇缇。
"梅捷缇克缇": 啊，你看，这一段施工日志提到了异常地质结构。
"阿娜特": ——好，我立刻记录下来。
"阿娜特": 缇缇，你说，我关于祖拜尔先生的研究最终也没发表，我们死前对城市地下结构的摸索也没机会让人知道......
"阿娜特": 我没能留下自己的“名”，就这么死掉，父亲岂不是会很失望？
"梅捷缇克缇": 那就都怪佩佩，都是我们尊敬的帕夏之女太有本事导致的——
"梅捷缇克缇": ——拉恕尔先生？
"阿娜特": 抱歉，博物馆现在处于紧急情况，没有时间接待您，尊敬的监管人......
"拉恕尔": 请不要用敬语，我已经不是监管人了。我只是一个重获自由民身份的，被赦免的工匠。
"阿娜特": 可现在博物馆无法保证任何人的安全，我们能给出的最诚挚的建议，就是用一切手段尽快离开城市中心......
"拉恕尔": ......交出现有的一切之后，我陪伴着祖拜尔先生在缓缓流下的黄沙前站了一段时间。
"阿娜特": 您见到了祖拜尔先生？！
"拉恕尔": 我看着他试图用法术修补一尊又一尊陶瓷雕塑，但最后停下来，对我说，“我们的职责如此”。
"拉恕尔": 我明白，职责便是你我坚持到最后，绝不问为什么的东西......
"拉恕尔": 即使结果并不如人愿。
"拉恕尔": 请问，为了让这座城市不被毁灭，我能做什么？

"娜仁图亚": 看好了，这次该我展示首领的指挥能力了。很快你就会相信，自己应该听我的安排，留在博物馆里保护其他人——
"阿斯帕齐娅": 从这里往左转，我们又会绕回刚才走过的那条路。
"娜仁图亚": ......我在地下水道里转了这么多天，怎么没遇到过这么鬼打墙的事情？
"娜仁图亚": 先说好，我以往率领手下行动的时候可从不迷路，这不是我的能力问题。
"阿斯帕齐娅": 我也不认为这是你的能力问题。或许让人迷路正是这些曲折甬道本来的作用。
"阿斯帕齐娅": 博物馆的正副两位馆长翻找历年测绘资料的时候，我听到了几句讨论内容。
"阿斯帕齐娅": 她们似乎认为，我们所处的旧地下水道只是这座城市地下结构的一小部分。也许通过历史资料，她们能推测出通往更深层的道路。
"阿斯帕齐娅": 她们最近一直在协助一位考古学家寻找线索，而那些线索指向的很可能是古籍中被称为“宝库”的建筑遗址。
"阿斯帕齐娅": 如果这座城市深处真的藏着另一幢宏大建筑的遗址......
"娜仁图亚": 有宝库？
"阿斯帕齐娅": ......没什么，当我没说。
"阿斯帕齐娅": 你似乎并不害怕。
"娜仁图亚": 害怕什么？
"娜仁图亚": 我们的任务不就是找到漏沙子的区域，关闭那一段的闸门？如果闸门坏了，就用我们扛着的材料直接堵上。
"阿斯帕齐娅": 但我们很有可能找不到。
"娜仁图亚": 嗯，那......是有点可惜。要是我们失败了，城市就会被埋进沙子。
"娜仁图亚": 不过我们在地下，我们会最先看到沙子漫上来，也许还来得及用通讯提醒博物馆里的人赶快跑，只不过我们自己就跑不掉了。
"娜仁图亚": ......等等。你是因为这个才坚持要来地下水道的吗？
"娜仁图亚": 因为这个任务有生命危险，这种时候你必须站在最前面？
"阿娜特": 娜仁图亚，阿斯帕齐娅，听得到吗？
"娜仁图亚": ......听得到，我们在一起。
"阿娜特": 我们有了一些头绪。
"阿娜特": 你们注意一下周围的声音，应该能找到拉恕尔的发条羽兽......一些蓝色的，羽兽外形的机械。
"阿娜特": 我们推测出了一些可能存在深层结构的位置，如果你们能帮发条羽兽在墙壁上打开缝隙，这些羽兽可以飞过去收集信息。
"阿娜特": 掌握足够的信息之后，我们应该能找到黄沙涌入的确切位置，但是......
"阿娜特": 发条羽兽并不能承担关闭机关、填堵裂隙一类的工作......抱歉，你们可能要亲自涉险。

"祖拜尔": 我想你一定在我向你展示的记忆中留意到了，你的额饰，和我姐姐头上的一模一样。
"佩佩": 这枚额饰我们家族代代相传。
"佩佩": 我以前也曾疑惑过，为何我的家族世代坚守着为万王之王记叙作传的职责，问父亲，父亲也不知道从何而起，只说是天职如此。
"佩佩": 原来答案竟是这样简单，不过是源自一个孩子对父亲的思念。
"祖拜尔": 姐姐一直坚信，父亲终究有天会回来。
"祖拜尔": 但很可惜，直到离世，她都没有等到，而我，也没来得及去见她最后一面。
"祖拜尔": 姐姐死后，只有父亲的虚影陪同我继续走下去。
"佩佩": ......
"祖拜尔": 佩佩，放下去黄金之城的执念吧，我知道如何将意识封存进宝石，亦知晓如何打造不朽的身躯。
"祖拜尔": 你会有永恒的生命去经历，去发现，去记述......
"佩佩": 很抱歉......祖拜尔......我并不能代替你的姐姐陪伴你。
"佩佩": 我也有弟弟，他在黄金之城担任史官。
"祖拜尔": 真是遗憾，那可不是什么好职位，他们知道太多不能呈现在纸面上的东西了。
"祖拜尔": 我那愚蠢的王兄为了让史官按照他的心意记述历史，强行要求姐姐将自己的双胞胎儿子之一送进王宫。
"佩佩": 想不到千年后，这样的胁迫变成了荣光。
"佩佩": 那位兽主说，所有史官都会被割去舌头，这是真的吗？
"祖拜尔": 我不清楚现任万王之王如何行事，但这确实是行之有效的保密方法。
"佩佩": ......无论如何，我都要去黄金之城找他。
"祖拜尔": ......
"祖拜尔": 我就知道......
"祖拜尔": 那就离开吧，佩佩。
"佩佩": 不......我还不能离开。
"佩佩": 这座城市，我不能弃之不顾。
"佩佩": 我不能放任构装体继续在城里作乱。
"佩佩": 放过这里吧，就像你说的，那些最为珍贵的宝物还没有被玷污。
"祖拜尔": 不，佩佩，即使我想要停下来，也无法停下。
"祖拜尔": 人的一生会经历大大小小的抉择，它们相互嵌套着，在无穷的分支路径中为每个人刻画出独一无二的回路。
"祖拜尔": 我对父亲的誓言，对姐姐的誓言，已经被刻成回路，永远留在这些宝石之上了。
"祖拜尔": 我绝不可能违背它。
"祖拜尔": 没有一丝可能。
"佩佩": 那祖拜尔，告诉我，我该如何停下构装体呢？
"祖拜尔": 我已经告诉你答案了，佩佩，接下来，要靠你自己的努力了。
"祖拜尔": 像当时那些前来进犯的军队一样，尽全力抓住我吧。

"阿斯帕齐娅": 其实那天和阿雅吉阿雅妮聊过之后，我一直觉得有些事情应该告诉你。
"娜仁图亚": 这石头可真难敲，但愿我们的时间还够......她们说了什么？
蓝色的发条羽兽在二人头顶盘旋着，催促她们凿开眼前的石砖。
阿斯帕齐娅很庆幸一切如此顺利，在踏入那条可能的通路之前，自己只剩下一件事情要做。
"阿斯帕齐娅": 我得知了你渴望财富的缘由。你觉得自己欠了过去的手下一笔债。
"娜仁图亚": 哦。从哪里讲起的？我们仓皇逃命的那个晚上，还是所有财宝都被我给出去的时候？
"阿斯帕齐娅": 从你离开之后。
"阿斯帕齐娅": 我从阿雅吉和阿雅妮那里听了很多故事。她们去伐木场干活总是用蛮力弄坏锯条，帮人看店把账本记得一团糟。
"阿斯帕齐娅": 趁你不在，有人提刀杀了自己的最后一只驮兽，卖刀换了锅具，宴请众人。
"阿斯帕齐娅": ......然后他的厨艺名扬全镇，在集市里开了家小吃店，每天顾客络绎不绝。
"阿斯帕齐娅": 有人把当沙盗的经历写成了故事，在小报上连载，广受好评，据说现在已经编到你们穿越千年时间，去抢沙阿的王座。
"阿斯帕齐娅": 大多数人有间房屋，不会随季节迁徙，来得及在雨季前补好屋顶，让它不漏雨。你的那些手下，如今依然过得不差。
"娜仁图亚": ......这我当然知道。
"阿斯帕齐娅": 我尊敬你，但我认为你不欠他们什么。
"阿斯帕齐娅": 就像你也没有必要救一座城，只为了救两个人。
"阿斯帕齐娅": 你应该逃出去，然后回去看看......再然后，放下你的担子，你的“职责”，往前走。
"娜仁图亚": ......
巨石缓缓滑动的隆隆声打断了阿斯帕齐娅。
二人合力凿石的动作仿佛触动了古老迷宫的关窍，那块有着斑驳浮雕的石砖猛地退入河道的墙体内。几秒钟后，她们听见石头的坠落声。
(震动)
接着，整片墙体开始崩塌，但正如阿娜特所言，墙外并不是黄沙。
一片空荡荡的黑暗昭示着她们正面对着某种庞大建筑的内部。
她们眼前也并没有路。流沙声无比清晰地从深处传来，仿佛深渊之下是丰水期奔腾的河流。
一条踏入便有去无回的河流。
(震动)

在那一瞬间，她们默契地同时扔下手中的铁镐，拔出了武器。
沙尘扬起，二人拉出不到十步的距离。
"娜仁图亚": 你要干嘛？
"阿斯帕齐娅": 阻止你跳下去。
"娜仁图亚": 不对吧，刚刚不是我在拦着你吗？
"娜仁图亚": 我之前就想说了，你要是冲着送死来的，我可不能放任你往前走。
"娜仁图亚": 我还以为你比那两个家伙靠谱，没想到你也是个需要我搭救的手下。
"阿斯帕齐娅": ......我说过了，你不必承担这样的职责。
"娜仁图亚": 你误会我了。我只是想自己去看看，并且相信自己比任何人都适合去做这件事，仅此而已。
"娜仁图亚": 就像，即使不是为了让手下重新过上好日子，我还是会想要堆成山的金子。没办法，我就是这么贪心嘛。
"娜仁图亚": “人的一生会经历大大小小的抉择。”
"娜仁图亚": 你管这个叫职责，但我比较喜欢说，这是我自己选的。这就是我。

"娜仁图亚": 好啦，既然你是个训练有素的格斗家，不会往刀口上撞，那现在我要动真格了，你可别生气。
"阿斯帕齐娅": ......我对你只有真心的感谢，娜仁图亚。
"阿斯帕齐娅": 现在，我不必畏惧与你展开一场真正的对决。
"阿斯帕齐娅": 我曾经不敢相信我的内心，因为我跟随家族立下的誓言......关乎鲜血与暴力，视战争为最公正的践踏。
"阿斯帕齐娅": 但如今我已见过坚定之人。
"阿斯帕齐娅": 或许萨尔贡人的信念也有其可取之处。我由我做出的抉择构成，因此从今往后——
"阿斯帕齐娅": ——哎！你怎么不等我说完——！
(劈击)

(渐模糊)

她的视野突然变得一片黑暗。
展开的黑色刀扇自眼前掠过，闭眼又睁眼的一瞬间，地下水道中仅有的灯光被彻底吞没。
她的确记得娜仁图亚还有两把黑色的刀，带有机关，无法直接从鞘中抽出。
但那一瞬间她只是想起，历史中有一支神民库兰塔被称为梦魇，因为他们曾不分日夜行军，在正午时吞噬太阳。
她凭借记忆冲向对方所在的位置——

(剑光)
——然后落了个空。
(沙尘)

"娜仁图亚": 一点利用沙子的障眼法，一点源石技艺制造的幻觉。
"娜仁图亚": 谁说只有打出输赢这一种做法的？抢先跳下去不就行了嘛。
在黑夜与幻象的簇拥之中，娜仁图亚后退了一步。

(渐清晰)
"阿斯帕齐娅": 等等，娜仁图亚！这不是公正的对决！
"娜仁图亚": 看，你又拿了一枚银牌。
(沙尘)

(震动)
"佩佩": 祖拜尔，你是认真的吗？
"佩佩": 你一边指引我攻击你，一边又蹿得飞快。
"祖拜尔": 还是一早放弃得好，佩佩，我告诉过你了，如何尝试都只会是无用功。
"祖拜尔": 就算你再用力挥舞那柄重锤，也碰不到我。
"佩佩": 哼，瞧不起谁呢？
(震动)
(沙龙卷)
"祖拜尔": 唉......你是打算靠砸断这间大厅的支撑点来缩小我活动的范围吗？
"祖拜尔": 那可不是什么好方法。
说话间，流沙涌过，那些断裂的石柱与破碎的地面便恢复如初。
佩佩穿过一个又一个虚影，寻找着祖拜尔的身影。
但往往余光才捕捉到他的袍角，下一秒他便藏身于众多虚影之后，再难寻觅。
"祖拜尔": 你还需要再专心些，佩佩。
"佩佩": 你知道吗，祖拜尔？
"佩佩": 在我十四岁之前，医生曾经判断我是个孱弱的孩子，像这样的重锤，终身都无法举起。
"祖拜尔": 可你现在看着瘦小，但已能将它挥舞生风了。
"佩佩": 没错，为了能够深入沙漠与雨林，寻找那些失落的古迹进行考古，我拜托萨尔贡著名的力士对我进行训练。
"佩佩": 到十七岁时，我便可独自穿越广阔的沙漠，一力对抗数十个沙匪。
"祖拜尔": 佩佩，光靠这些是不够的。

(震动)
"佩佩": 不，我并非想为你展现自己的能力。
"佩佩": 我只是想告诉你，从小到大，只要我决心去做，就没有做不成的事情。
"佩佩": 那些目标再难，再苦......只要我想要......
"佩佩": 我就一定会达到！
(震动)
(落沙)
"祖拜尔": 不，佩佩，你之所以会有这样的错觉，不过是因为你才活了二十二年。
"祖拜尔": 当年，我在父亲麾下效力，无数拥上来的敌人都被我斩于剑下。
"祖拜尔": 听到他们的哀鸣令我何其自信，以为假以时日，世间没有得不到的东西，没有做不到的事。
"祖拜尔": 殊不知，我这一生最大的敌人，正是漫漫时光！
(震动)
金影掠过，还来不及转头，佩佩便感受到自己的脚踝处传来剧痛。
那根手杖远比想象中还要沉重。

(渐模糊)
"祖拜尔": 你得快些了，佩佩。
"祖拜尔": 杀死每一个侵犯父亲陵寝的人，是写在我的宝石回路上的。
"祖拜尔": 你的不停攻击，已经让它感觉到恼怒了。
"祖拜尔": 它开始催促我，早些结束这一切了。
"佩佩": 你不该和我玩这个游戏的，祖拜尔。
"祖拜尔": 这场战斗并非游戏，佩佩。
"佩佩": 不，它是......
"祖拜尔": 呵，竟然闭上了眼睛。
眼前漆黑一片，佩佩知道，自己的眼睛不够敏锐，只会是拖累。
小的时候，在花园中玩捉迷藏，无论如何努力，自己都抓不到身手敏捷的弟弟，那小子简直滑得像一条鳞。
直到某天，她偶然闭上眼睛，发现弟弟踏在石板上的脚步声竟是如此清晰。
//////  “姐姐，我躲好了，你可以来找我了。”  //////
那小子就在我身后......
//////  “为什么不过来？”  //////
只要我回身得够快......
//////  “闭着眼睛干什么，你要认输了吗？”  //////
我就能抓到他！
闭紧双眼，佩佩使尽全力将重锤向身前挥去，不出意料，她听到了响亮的碎裂声。


  <行动后>


睁开眼，佩佩看到祖拜尔的叉铃就在自己眼前，只要再往前延伸一点，就能将自己的脖子彻底击断。
而自己的锤子则抵在祖拜尔的胸前，他胸腔的宝石上蔓延出了细长的裂纹。
"祖拜尔": 恭喜你，佩佩......
"祖拜尔": 你做到了......
"祖拜尔": 小时候玩捉迷藏就一直输给姐姐，想不到现在还会输给你。
"佩佩": 你胸口的宝石......
"祖拜尔": ......我想这次，应该没有什么修复的可能了。
"佩佩": 如果宝石彻底碎掉，你会怎么样？
"祖拜尔": 会获得永恒的宁静。
"佩佩": 你会死。
"祖拜尔": 对......我会死。
"祖拜尔": 佩佩，看在我是你祖宗的分上，帮个忙好吗？
"佩佩": 你说。
"祖拜尔": 可以送我进入那颗宝石的中央吗？
"佩佩": 那是可以进去的吗？我以为那就是个巨大的摆设。
"祖拜尔": 不，那里存放着一些独属于我的东西。
"祖拜尔": 在这里度过无数光阴，因为它们的存在，我的守护也不算是全然为了他人。
"祖拜尔": 至少......有一些时日，它们是属于我的。
"佩佩": 我扶你起来......
"祖拜尔": 当心，佩佩，这副身躯很沉重，不过好在......我马上就要摆脱它了。
"祖拜尔": 对，走到它的底下。
搀扶着祖拜尔，佩佩来到了大厅的正中，那块巨型棱锥宝石的底部。
一瞬间，光线变化，虚影游移，巨大的宝石像是有引力般，将室内所有光线汇聚在底部的尖角。
佩佩本应觉得刺眼，但光线围过来的那一刻，她却觉得彷如被温暖的水流包裹。

我看到了，年轻的梦魇。这是你自己的梦。
向前走吧。

"娜仁图亚": ......嗯？
"娜仁图亚": 怎么有种熟悉的感觉......好像又被循兽踩住脑袋了一样......
"娜仁图亚": ——嗯？！
"娜仁图亚": 喂，阿娜特，我在什么地方？阿斯帕齐娅，听得到吗？
"娜仁图亚": ......通讯器摔坏了，不意外。
她从一尊漆黑的循兽雕像下坐起身来。空旷的厅堂中回荡着水流落下的声音。
一颗庞大的晶体倒悬在建筑穹顶上，随着它闪烁的光芒，厅堂中浮现出许多如同水中倒影般的人像。
"娜仁图亚": ......这不是我那天晚上，在河边没追到的影子吗？
"娜仁图亚": 难道说，这座城市的人们，一年又一年，看到的就是这些影子？
一个人影停在了她面前。
娜仁图亚似乎能辨认出对方赤红的头发，还能看出对方正居高临下地审视着坐在地上的自己。
片刻之后，那个幻影转过身，走入了大厅尽头一道封闭的门。
"娜仁图亚": ......你的头发挺红的，但我还是看到背影才觉得，你说不定是我认识的人。
"娜仁图亚": 毕竟我见过的梦魇，个个都是头也不回地在自己的路上狂奔。
"娜仁图亚": 那句话怎么说的来着？“但愿河水上涨时它们被需要的人捡到”......你们也是水涨起来的时候才会浮现的影子，是不是？
"娜仁图亚": 好，现在我需要找到裂隙，我相信你一次。
(震动)
地板在轻微地震颤，水流落下的声音越来越响。
娜仁图亚踏过厅堂中的积水，向那个披挂甲胄的身影飞奔而去。
"娜仁图亚": 这是——
大门的里侧，不是另一条迷宫甬道，也不是流淌的黄沙。
透过门缝，她一眼瞥见的是堆积如山的金银财宝，闪耀着千年不可磨灭的辉煌光芒。
但她甚至没有来得及惊呼。

(落沙)
(震动)
地板上出现了巨大的裂缝，整个城市的地下结构仿佛都开始摇晃。
沙粒高速滑动的声音前所未有地清晰。就在她的脚下，这座城市的底部，流沙形成了巨大的漩涡。
"娜仁图亚": ......不是吧，这就是我要堵的“缝隙”？

"佩佩": ......
"佩佩": 我从未想过在一颗巨大的宝石中间，有如此奇景。
"祖拜尔": 你看到中间的台子了吗？有点难以分辨，但它确实在中央。
"佩佩": 虽然这地方让人眼花缭乱，但我摸索着过去应该可以碰......
"佩佩": 哎！
(震动)

"佩佩": 这台阶是一点也看不出来......
"祖拜尔": 请务必小心......它还有三层台阶。
"佩佩": 我摸到台子了，上面有颗宝石，接下来我要做什么？
"祖拜尔": 可否拿起台上的宝石，装进我的身体？
(震动)
"佩佩": 有水漫进来了......
"祖拜尔": 宝库的结构已经被流沙破坏，估计是河水灌进来了。
"佩佩": 很快这里就会被淹没的。
