
《27.空想花庭》

01.HE-ST-1 奉上冠冕
"爱琳": 搞不好几年、十几年之后，凶名赫赫的雇佣兵都要变成乡下猎户咯。哈哈哈哈！
"爱琳": 哈哈哈哈......
"爱琳": ......那个，我说，杰拉尔德啊。
"杰拉尔德": 嗯？
"爱琳": 你想过你真的放下武器，变成乡下猎户会是什么样吗？
"爱琳": 到时候我又会变成什么样？
"杰拉尔德": 没有。我没想过。
"杰拉尔德": 那时候的我会变成什么样......
"杰拉尔德": 爱琳，如果你愿意，你可以亲自确认。

很久以前，在与人拼杀后的深夜，杰拉尔德总会在想要喘口气时放任自己抬头看天。
天空是压抑的黑色，篝火渐熄，火焰逐渐冷却。
战场上浑身染血的雇佣兵擦掉身上脸上的脏污，注视着同样伤痕累累的同伴，短暂地思考过某些对于他们来说有些奢侈的问题。
他们这样的萨卡兹，是否真的能够拥有所谓幸福的一生？
他曾坚信萨卡兹重新拥有家的那天一定会来，只是他感到越来越无力，越来越力不从心。
他们流了太多血。在实现那位殿下的美好愿景前，他们的血就快要流尽了。
杰拉尔德终于决定放下卡兹戴尔的一切，他带上那些快要活不下去的人，逃一样地离开了曾经为之拼命的土地。
他们隐姓埋名，终于找到一处能容他们萨卡兹安身的场所，他们只期盼在这里过上平静的、与常人无异的生活。
这个愿望一度得以实现。
但是到底是从什么时候开始，生活开始变得苦涩，开始无法呼吸？
就好像是放在台子上无人品尝的佳肴。
明明努力维持，没人破坏，却还是变了质。
如果只有鲜血能让这一切结束......
那么我所能做的事，就只剩下这么一件。

"杰拉尔德": 克莱芒，你不必再劝我。
"杰拉尔德": 我不能走，也走不了。
"杰拉尔德": 我从没告诉过你我之前的名字，那不是什么值得回味的过去，不过是个丧家之犬，一个臭名昭著的逃兵。
"杰拉尔德": 有我在，他们就有理由对其他人动手。
"杰拉尔德": 别这副表情，我只是先一步去见爱琳，这没什么，死亡对我这样曾经刀口舔血的人来说并不算太陌生。
"杰拉尔德": 如果用我的脑袋就能交换其他人的生路，也算是值得。
"杰拉尔德": 我走之后，你不用担心这里剩下的人，他们会听我的话。
"杰拉尔德": 莱蒙德还年轻，恐怕他会有点冲动。到时候......就拜托你多劝劝。
"杰拉尔德": ......
"杰拉尔德": 最后......
"杰拉尔德": 帮我转告斯特凡诺，或许最开始我们在荒野上流浪那会，就不该贸然停下，不该尝试留下来。
"杰拉尔德": 只是对我，对我们萨卡兹来说，这里实在太好了......
"杰拉尔德": 能一起生活这么多年，一切真像是一场梦，但我清楚我们终究要面对现实。
"杰拉尔德": 替我向斯特凡诺说一句——谢谢，我很抱歉。
"杰拉尔德": 接下来就拜托你了，克莱芒。
"杰拉尔德": 到了最后，还是以这个身份......
"杰拉尔德": 我究竟是个猎户，还是......依然是那个雇佣兵？
"杰拉尔德": 抱歉，爱琳，我现在的样子，恐怕你看了也不会感到满意吧。

(灰幕结束)
"克莱芒": ......天亮了。
"克莱芒": 从昨天到今天，好像发生了很多事。但又好像只是一眨眼，一切就都结束了。
"克莱芒": 不管怎么说......这个夜晚确实漫长，不是吗？
"费德里科": 你在做什么？
"克莱芒": 不是什么值得您过问的事，费德里科先生。
"克莱芒": 我只是想找一朵花，杰拉尔德总不能空着手去见爱琳，这不太好。
"克莱芒": 不过，我好像......昨晚的那场大火把东西都烧没了，什么都没剩下。
"费德里科": 如果你只是想要鲜花，不必特地来这里。
"克莱芒": 您不清楚，费德里科先生，那不一样。
"克莱芒": 这里的花是特别的。它们是这座修道院培育出来的特殊品种......
"费德里科": 象征友谊与希望。
"克莱芒": 是的，友谊与希望。主教阁下曾告诉我，这是拉特兰与伊比利亚携手合作的象征，是修道院最重要的东西之一......
"克莱芒": 多好啊......当时的我，立刻就被它们迷住了。
"克莱芒": 那个时候修道院里还到处都是成片种植的花卉，每到花期，从钟塔那样的高处往下看，整座修道院就像是被花填满。
"克莱芒": 爱琳特别喜欢那种风景，杰拉尔德也喜欢......
"克莱芒": 有很多人原本很怕萨卡兹，不敢和他们说话，但在经过一次花期后，彼此之间的关系就变好了很多。
"克莱芒": 大家发现，原来就算是传闻中冷酷好斗的萨卡兹，也会在路过花圃时，停下步子看一小会，也会尝试摘一两朵，装饰在家中。
"克莱芒": 他们看起来一点也不像是什么凶恶的亡命之徒，他们和我们没什么不同......
"费德里科": ......
"费德里科": 这里还有一朵。
"克莱芒": 嗯？啊......您说的是圣像下面的这一朵吗？
"克莱芒": 我看到它了，它很幸运，应该是正好被倒下的圣像压住，才能像这样保存下来......
"克莱芒": 但是很可惜，它不是我想要的那一朵。
"费德里科": 理由？
"克莱芒": 您看这朵花......看看它，难道您还不明白吗？
"克莱芒": 就算躲藏在圣像之下得以幸存，它的花茎却早已折断，花瓣也被火焰燎烤，它已经伤痕累累了。
"费德里科": 但它还在。
"克莱芒": 是吗，它真的还在吗？
"克莱芒": 我之前也相信，有些东西可以扛过风吹日晒，不怕刀山火海。请不要笑话我......我曾经真心相信过。
"克莱芒": 那个时候，尽管生活依然不算轻松，但一切好像都还很好。
"克莱芒": 只要有一点余裕，妮娜大婶就会给孩子们做些小点心。
"克莱芒": 您听过青草格子饼吗？
"克莱芒": 妮娜大婶和赫曼一起，用从拉特兰带来的配方，加上萨卡兹栽培的香草，做出了大家都喜欢的、独属于修道院的甜点。
"克莱芒": 妮娜大婶总是说，我们大人苦一点没什么，可是我们的孩子们，他们不能只知道“苦”的滋味。
"克莱芒": 孩子们需要知道什么是“甜”......
"费德里科": ......我会记住这种甜点。
"克莱芒": 哈哈，不重要了，我们已经忘记甜味太久......
"克莱芒": 事到如今，恐怕已经没有人会特地再去做一份格子饼了。
"克莱芒": 费德里科先生，有的时候我会感到好奇。
"克莱芒": 如果萨科塔没有那么特殊，如果拉特兰都是如我一样，最平凡、最普通、最不值一提的人......
"克莱芒": 那座圣城，还会是如今这般模样吗？
"克莱芒": 拉特兰，还会是拉特兰吗？
"费德里科": ......我不知道。
"克莱芒": 真遗憾。
"费德里科": 克莱芒，你......
"费德里科": 你已经不再相信——你已经改变想法了吗？
"克莱芒": 我只是不得不看到现实。
"克莱芒": 许多东西并没有人们想的那样牢不可破，考验只会让它受伤。
"克莱芒": 而只要有了一点瑕疵，混入了一丁点异物，哪怕只是有一点不起眼的伤痕，都再也没法修复，没法挽回......
"克莱芒": 就像您发现的那朵花，费德里科先生。
"克莱芒": 这里已经没有我想要的花了。
"费德里科": ......
"克莱芒": 快要到晨会的时间了，我也该走了。
"克莱芒": 再见，费德里科先生。

"费德里科": ......

费德里科·吉亚洛独自留在这个清晨的圣堂。
火灾留下的痕迹已经过简单处理，失去了原有摆设的圣堂内越发空旷，只有脚步声独自回荡。
费德里科是一位优秀的公证所执行者，这是他成为执行者的第六年，工作早已得心应手。
同时，这也是他被加上圣徒名号的第一个年头，没有人能给他启发或指点。
沉默的圣徒拾起那枝花茎断折，花瓣焚毁的花。
圣像给予其庇护，让其免于被火焰吞噬，在那样的大火中，它的幸存是某种奇迹。
可在另一个人眼中，这份奇迹一文不值。
"费德里科": 花还在。
"费德里科": 却不是想要的那一朵？
"费德里科": 不可修复的伤痕......
"费德里科": 无法理解。
"费德里科": ......
"费德里科": 拉特兰是否还会是拉特兰......？
"费德里科": ............
"费德里科": 可参考的数据不足，无法得出答案。
执行者费德里科在这时忽然意识到——
克莱芒的神色实在是太过平静了。
他既没有提起杰拉尔德的死，也没有提起其他萨卡兹的安排。
而自己呢？
不伴随行动的言语毫无力量，所以他不会说一定会找出真相。
也不会说，自己一定会完成杰拉尔德最后的请求。
费德里科注视着眼前残破的花。
他有所预感——
总有一天，自己所怀有的疑问，能够在这朵花上得到解答。

"艾伦戴尔": 嗯——哈噢唔——
"艾伦戴尔": 早上啦......萨拉，该起床啦......
"艾伦戴尔": 唔，唔呣唔呣，呼......
"艾丝塔拉": 艾伦，艾伦！醒一醒，艾伦——
"艾丝塔拉": 别睡啦，妈妈，妈妈昨天回来啦！
"艾伦戴尔": 欸？！
"艾伦戴尔": 妈妈回来了吗？在哪里在哪里？
"艾丝塔拉": 嗯！一定是妈妈，你看——
"艾伦戴尔": 哇！这是妈妈给我们的新毯子吗？但是破破的......
"艾伦戴尔": 不过上面还有圈圈的图案呢！还有长翅膀的小人......嗯，没错，这是妈妈之前说会给我们带的！
"艾丝塔拉": 破一点也没关系呀，我们是好孩子，要体谅妈妈啦，妈妈自己的衣服都破破的......
"艾伦戴尔": 好啦，我当然知道嘛。
"艾伦戴尔": 走吧，我们去找费德里科哥哥！
"艾丝塔拉": 今天也能和费德里科哥哥一起玩吗......？
"艾伦戴尔": 笨笨，我们是要去告诉费德里科哥哥，妈妈晚上有回来看我们，让费德里科哥哥不要担心啦~



09.HE-7 以爱相连



"瘦削的修道院居民": 主教阁下，您来了。
"修道院主教": 今天轮到你打扫礼拜堂啊，约里。
"修道院主教": 辛苦了。
"约里": 应该的。最近发生了很多事，本来也睡得不安稳。
"约里": 我来帮您拿圣餐吧。
"修道院主教": 唔，不用了......
"约里": 啊对，瞧我，手上全是灰尘。
"约里": 呃，您有没有闻到什么味道......隐隐约约的......
"修道院主教": 奇怪的味道吗？
"约里": 不，很好闻，很清新，我能从中感受到一种......生命力。
"约里": 具体的，我说不上来，像是站在下风口，虽然分辨不出源头，但循着这个味道，往前走......往前走肯定能到一个什么地方。
"修道院主教": ......
"修道院主教": 应该是花香，约里。
"修道院主教": 小麦粉不够了，今天圣餐里无酵饼的原料，有三分之一是可食用花粉。
"修道院主教": 地窖里还剩下的那几瓶葡萄酒有些酸了，所以我也撒了些花粉在里面。
"修道院主教": 前两年花期还没有结束的时候，克莱芒就提前收割了一些花朵，晒干，制成粉末，存在地窖里......
"修道院主教": 他爱护那些美丽的花朵，他也爱护我们。
"约里": 唔......
"修道院主教": 这是修道院离开这里前的最后一次圣餐，但我们的存粮已经见底，只好把每个人的圣餐份额减半，还要掺些......杂粮。
"约里": 不，您别这样说。况且今天的圣餐，让人有胃口极了......
"修道院主教": 既然如此，约里，你赶快回房间洗把脸，晨会之前和其他人一起过来。
"修道院主教": 剩下的准备工作，我自己来就好。
"约里": 好。
"约里": 主教阁下，今天之后，我们都会被拯救吗？
"约里": 所有人，萨科塔、萨卡兹......这座修道院里的所有人，都会被拯救吗？
"约里": 可是明明杰拉尔德已经......
"修道院主教": ......
"修道院主教": 你先去吧，约里。
"约里": 那，待会儿见，主教阁下。
"修道院主教": ......
老人掩上了门。
他缓慢地走到了祷告台上。
年迈的安布罗修修道院主教，斯特凡诺·托雷格罗萨，开始将圣餐中的无酵饼和葡萄酒小心地分成一份一份。
他低着头，时候尚早，还很暧昧的晨光从圣像后的窗户透进来，圣像的表情隐没在黑暗里。他的表情也同样看不分明。
"修道院主教": 会的。我们都会得到拯救。

她走进倾颓的圣堂，一些徒留形状的植物根茎在她的脚下化作齑粉。
屋顶的拱形承重结构已经在大火中倒塌，圣堂暴露在天光之下。
风早已吹散刺鼻的焦味，但满眼都是断壁残垣，短时间内没有人会来整理。
除非重建，那场大火的痕迹永远不会消失。
她看了一眼躺倒在地板上的半截圣像，突然扭过头去，看向身后空荡荡的地方。
"阿尔图罗": ......
"阿尔图罗": 人们总是挣扎，翻来覆去地自我拷问、自我开解，就像奏鸣曲来到高潮段落，弦键纷飞，快慢错落，激昂，萦回。
"阿尔图罗": 下定决心后的那刻，奏鸣曲则进入平缓悠长的尾声，这是一种脱力后的虚无，但又无比决绝。
"阿尔图罗": 情感是复杂的，但情感的变化总是相似，旋律工整得让人没有惊喜。
"阿尔图罗": ......我感受到了你的平静，所以你终于做好了选择。
"阿尔图罗": 不管怎样，我应该演奏你。最后的时刻，你应该听见自己的心声。
"阿尔图罗": 迷途的、丰沛的灵魂啊。

"里凯莱": 这些坛子，还有案板......烘焙的痕迹，但空气中并没有残留发酵的味道......嗯，无酵饼确实也不需要发酵。
"里凯莱": 看来这里就是准备圣餐的场地了。
"里凯莱": 某种异物的碎屑，暂时分辨不出来历......摸起来很潮湿，是因为在地下吗......
"里凯莱": 不对。
"里凯莱": 桌角还残留着一些小麦粉......为什么也会这么黏稠......
"里凯莱": 这个味道......
"里凯莱": ......
"里凯莱": ......那位虔诚的主教，努力到最后，只能选择这样一条路吗？
"里凯莱": 费德里科那边还是联系不上......直接把这些信息告诉奥伦？那事情会变得更加麻烦。
"里凯莱": 哈哈，不会真的要我来处理吧？伊比利亚那边的东西，我了解得可不多啊。
"里凯莱": 唉，头疼。

"奥伦": 特勤部队很快便会全部到达修道院外围......
"奥伦": 到时候我出去指挥他们布防，封锁出入路径，你留在里面接应，配合我们突入。
"斯普莉雅": 唔......
"奥伦": 怎么了？
"斯普莉雅": 奥伦，你确定要这么做吗？
"奥伦": 斯普莉雅，你见完蕾缪安后，就倒向她那边了吗？我不觉得有浪费时间再解释这个的必要。
"？？？": 但我会直接拦住你，奥伦。
"斯普莉雅": 学姐？
"奥伦": 啧，还是被追上了。
"奥伦": 斯普莉雅，拦住她，我出去接应。
"斯普莉雅": 我拒绝。你没看见学姐的表情那么严肃吗？
"斯普莉雅": 她凶起来很可怕的，当年把我从学校的小房间里揪出来，没收了我刚发明的无人机，到现在都还没还给我。我可不愿意和她唱反调。
"蕾缪安": 斯普莉雅，谢谢。
"奥伦": ......
"蕾缪安": 奥伦，你的心思一直都不在如何说服主教将这座修道院带回拉特兰上。
"奥伦": 那是你的工作。
"蕾缪安": 你一开始的计划，便是不放任何一个萨卡兹离开这里，为此甚至私下调动了特勤部队......
"奥伦": 五个十人队......是我能力的极限。
"蕾缪安": 奥伦，你视拉特兰的律法为何物？
"奥伦": 回到拉特兰后，我会领受教宗阁下的责罚......虽然我不觉得自己所做的事情应该被惩处。
"蕾缪安": 你应该清楚，这样一支拉特兰军队突入修道院，会造成什么后果。
"蕾缪安": 无论是萨科塔，还是萨卡兹，里面那些离群的人，就像一群在荒野上迷路的旅人，这座残破的修道院是他们最后取暖的篝火。
"蕾缪安": 篝火会指引前来救援的衣衫整洁的同胞，篝火也会吸引同样流浪到此的其他落魄的旅人。
"蕾缪安": 他们无依无靠，他们脆弱惊惶，他们依然保持着可贵的善良。
"蕾缪安": 所以杰拉尔德才会以死来恳求我们......也以死来命令他带领的那些萨卡兹，让双方维持和平。
"蕾缪安": 但如果篝火招来的是野兽呢？
"奥伦": ......
"奥伦": 我真想能像你一样，说点漂亮话，做些讨人喜欢的工作，蕾缪安枢机辅佐官。
"奥伦": 可是没办法，你没有跟着成千上万的流民穿过战乱后的荒野，在伦蒂尼姆城外看见那片遮天蔽日的乌云。
"奥伦": 不过讲真的，我原本以为至少你能和我有点默契，至少能考虑到，把那群萨卡兹放走会有多大的隐患吧？
"奥伦": 萨卡兹在维多利亚的暴行有目共睹，他们散播的恐惧在这片大地上不断蔓延。
"奥伦": 如果你真的相信教宗阁下的计划，觉得万国信使有其价值，那更应该明白，拉特兰为什么不能对他们心慈手软。
"奥伦": 万国峰会之后，拉特兰为各国搭建起的友好关系，比这走廊上糊的窗户纸还脆弱。
"奥伦": 修道院里的萨卡兹心怀怨恨，又受到阿尔图罗源石技艺的影响，他们一旦离开，很可能用尽各种手段报复。
"奥伦": 况且，拉特兰的移动修道院竟然与萨卡兹勾结了这么多年，如果这段经历被传播出去......
"奥伦": 拉特兰又该如何在泰拉诸国间以其圣洁自居？又该如何维系本就勉强建立的外交关系？
"奥伦": 战火洗劫后的圣城将变成什么样子？
"奥伦": 而五个十人队，足以平息这座修道院里的任何事端，将一切都扼杀在萌芽中。
"蕾缪安": ......
"蕾缪安": 但里面的萨卡兹，只是一些猎人、农户......唯一的雇佣兵，已经死在了我们的面前。
"蕾缪安": 你所谓的平息事端，将会是一场屠杀。
"蕾缪安": 在思虑未来该如何维护拉特兰的圣洁之时，你便已经玷污了它，不觉得可笑吗？
"奥伦": 可笑的是你，蕾缪安。
"奥伦": 据我所知，“噤声的蕾缪安”处理这类事情时可是连眼睛都不眨的。
"奥伦": 是病床上那五年的沉睡改变了你的性格，还是......
"奥伦": 那个号称“殉道者”的家伙影响了你——
(震动)
奥伦没能说出那个名字。
轮椅突进到面前，狙击铳的铳管狠狠捅在他的腰间，他靠在墙壁上才没有摔倒，咬牙让自己吃痛的声音不至于变调。
"奥伦": 嘶——
"蕾缪安": 你继续说。
"奥伦": ......
"斯普莉雅": ......“噤声的蕾缪安”。
"斯普莉雅": ......说了学姐不好惹。

"年轻的拉特兰特勤队成员": 第二分队已经抵达目标地点，爆破物设置完毕。
"年轻的拉特兰特勤队成员": 依据安布罗修修道院的建筑图纸，他们已成功控制了三处可用的逃生通道。
"年轻的拉特兰特勤队成员": 内部人员如果强行向外突破，爆炸将直接导致通道坍塌，将他们堵回去......
"老练的拉特兰特勤队成员": 应该会把人直接埋在下面吧，二队那个家伙之前笑嘻嘻地回复我说，定点爆炸太麻烦了，而且没什么必要。
"年轻的拉特兰特勤队成员": ......
"老练的拉特兰特勤队成员": 你继续。
"年轻的拉特兰特勤队成员": 第三、第四分队已完成分散部署，占据制高点，确保修道院各个方位均在狙击视野内。
"年轻的拉特兰特勤队成员": 一切准备就绪。
"老练的拉特兰特勤队成员": 很好，部署时间与计划一致。
"老练的拉特兰特勤队成员": 报告奥伦阁下：我们随时待命，准备清剿修道院内的萨卡兹。
"老练的拉特兰特勤队成员": 重复：我们已经就位。
"老练的拉特兰特勤队成员": ......
"年轻的拉特兰特勤队成员": 怎么了？
"老练的拉特兰特勤队成员": 没有回音。
"年轻的拉特兰特勤队成员": ......情势严峻。
"老练的拉特兰特勤队成员": 哈，别担心，他很可能只是在吃超大份可丽饼，腾不出手而已。
"年轻的拉特兰特勤队成员": 这样的情况......很多吗？
"老练的拉特兰特勤队成员": 稀松平常。这是你第一次执行特别任务吧，镇静啦，拉特兰会护佑你。
"老练的拉特兰特勤队成员": 当然，做好准备，如果始终无法联系到奥伦阁下，或者有任何异动，我们直接从正门突入。

"莱蒙德": ——走廊没人。快，我们往这边跑。
"福尔图娜": 这是往修道院外走的路？我们不是要一起去找杰拉尔德叔叔吗？
"莱蒙德": 不。我要先将你带到安全的地方，福尔图娜。
"莱蒙德": 你没听到吗？那帮拉特兰人要强行接管这座修道院，军队可不会像那个叫斯普莉雅的女人一样，用看管和安抚这样“仁慈”的手段。
"莱蒙德": 你不能出现在拉特兰军队面前，你刚刚堕天，在他们眼里，你现在也是恶......
"福尔图娜": 说下去，莱蒙德，我愿意听。
"福尔图娜": 别......别像菲娜那样被我打断。
"莱蒙德": 不，福尔图娜，我只是想说，你在我心里的样子从来都没有变过。
"莱蒙德": ......
"莱蒙德": 总之，你现在的处境和我们这些萨卡兹一样，留下来也只会给修道院的其他人添麻烦......
"福尔图娜": ......嗯。
"福尔图娜": 我听你的。
"福尔图娜": 只是，莱蒙德，那你呢？你会不会有事？
"莱蒙德": 放心，杰拉尔德老大已经把事情都安排好了，就连刚刚我们听到的那些事，凭他的本事，也应该预料到了。
"莱蒙德": 等找到地方安顿好你，我再回来帮他。
"莱蒙德": ......
"福尔图娜": 莱蒙德，你的手心出了很多汗，脸色也不太好，怎么了？
"莱蒙德": 没事，从刚刚开始，老有种说不上来的感觉，好像有什么东西压着......
"莱蒙德": 可能是跑得太快了，早上还没有吃东西，有点心慌吧。
"莱蒙德": 没这些事情，这个时间，我们应该在和杰拉尔德老大，还有大家一起领圣餐......
"福尔图娜": 以后还有很多机会。
"福尔图娜": 深呼吸，莱蒙德，现在换我带着你跑。

"福尔图娜": 走这边，这里的房间都空着，不会被发现。
"莱蒙德": 我没事了，马上就到大门口了。
"莱蒙德": 推门的响动太大，那些拉特兰人很可能会注意到。我们出门就往右跑，右边是杂草丛生的乱石堆，应该能藏住我们的行迹。
"莱蒙德": 准备好了吗？我拉开门闩了。

"莱蒙德": ......
"福尔图娜": 这、这是......
"莱蒙德": 刚刚的预感，原来是因为这些拉特兰军队，呼......
"莱蒙德": 站到我后面，福尔图娜。
"老练的拉特兰特勤队成员": ......第一小队，正门发现萨卡兹。


  <行动后>


"约里": 早安，主教阁下。
"修道院主教": 早安，又见面了，约里。请招呼一下其他人。
"约里": 好的。
"胆怯的萨卡兹居民": 主教阁下，我们......
"修道院主教": 最近发生了很多事，苏拉尔，我理解你的愁苦。
"胆怯的萨卡兹居民": 我们是不是不该来？拉特兰来的那些人会不会......
"修道院主教": 没关系。
"修道院主教": 生活在安布罗修修道院的人，都有资格进入礼拜堂，十年来都是如此。
"修道院主教": 就坐在第一排吧，苏拉尔，像以前一样，不用紧张。
"修道院主教": 拉特兰人不会打扰已经开始的圣餐仪式。

"修道院主教": 各位，请入座。
"修道院主教": 接下来是餐前祷告的时间。请各位等待，请各位聆听，请各位感受此刻的宁静。

"修道院主教": 本人斯特凡诺·托雷格罗萨，安布罗修修道院主教，向各位居民致意。
"修道院主教": 我习惯用“居民”来称呼大家，而非“信徒”“同胞”或者其他。
"修道院主教": 世人，包括我们自己，对萨科塔和萨卡兹的印象从来如此，律法与野蛮、秩序与暴力、和平与战争、天使与恶魔云云......
"修道院主教": 光环与角是我们醒目的体貌，是镌刻进生命的符号，我们各自都是行走在这片大地上会引来关注的群体。
"修道院主教": 但过去的数千个日子里，我们共同生活，今天又聚集于此，分领圣餐，共享荫护与赐福。
"修道院主教": 大家来到修道院的时间有长有短，但最短的也已逾十年。
"修道院主教": 在更长的时间里，我们无从确定自己是否已遭离弃，或已被遗忘。我们未知前路，而又身处险地，终于在无人知晓的歧路相逢。

"修道院主教": 我们并非没有矛盾，我们并非没有隐秘，但我们试着彼此接纳。
"修道院主教": 此刻，礼拜堂中的所有人，我们知晓对方的名姓，了解彼此的习惯，我们自觉分享食物，愿意为对方抵御风雨。
"修道院主教": 我们共同驱赶野兽，对抗匪徒；我们共同烧制砖石，整理路面；我们修补每一扇窗户，耕种每一垄粮食。
"修道院主教": 我们亲如手足，我们彼此爱护，我们将对方的安宁视作自己的所求。
"修道院主教": 我们的联系如此紧密，共同的体貌或天然的感应不足以证明什么，信仰的差异或理念的分歧不足以阻隔什么。
"修道院主教": 但我们苦熬长夜，却禁受不住晨光熹微之时的寒冷。

"修道院主教": 远道而来的拉特兰特使、执行者，以及......异域的使者，他们各有盘算，带来了新的希望，也带来了令人苦痛的抉择。
"修道院主教": 我们本就残破的梁柱在大火中倾塌，我们可敬可靠的手足在矛盾中殒命......
"修道院主教": 斯特凡诺·托雷格罗萨想要谋求尽善的结果，哪怕那是一个未经验证的答案，为此我祈求各位的原谅。
"修道院主教": 安布罗修修道院并非乐土，但它是我们共同的“家园”。
"修道院主教": 我相信我们会做出一样的选择。

"修道院主教": 祷告结束，请各位领取并享用圣餐。

"蕾缪安": 疼吗？
"奥伦": 还好。
"斯普莉雅": 别嘴硬了，奥伦，我都听见你上下牙打颤的声音了。
"奥伦": 力气再怎么大，狙击铳铳管的威力也不会大过它的子弹。
"蕾缪安": 我不介意真给你一颗。
"奥伦": 我能清晰感受到你的愤怒......真是强烈。
"奥伦": 你在为我冒犯了你信仰的纯粹而愤怒。这样的愤怒，说明你正是作为一个拉特兰人在思考问题。
"奥伦": 你的任务是将安布罗修修道院带回拉特兰，救助其中意外离散的萨科塔同胞。而我的目标，则是维护拉特兰之所以为拉特兰的合理性。
"奥伦": 放下那些感性的念头吧，蕾缪安，我们从来都没有矛盾。
"蕾缪安": 你依然在诡辩。
"蕾缪安": 这套靠用冠冕堂皇的大道理唬人的说辞，是从维多利亚那些公爵，还是从哥伦比亚那些商人身上学来的，万国信使奥伦？
"蕾缪安": 我说过，突然出现的野兽会惊吓到流浪的人，我不会坐视一场屠杀发生。
"奥伦": 特勤部队马上就会就位，你阻拦不了我。
"蕾缪安": 我大可以制服你，然后再想办法搞定他们。
"奥伦": 除非你真正对着我的脑袋给我一颗子弹，不然这样的偷袭不会成功第二次了，蕾缪安。
"蕾缪安": 是吗？
"斯普莉雅": 等等，学姐，奥伦，不是吧，你们要来真的——
(震动)

突兀的一声轰鸣截断了在场三人的话头。
(震动)

来不及反应，紧接着又是同样的两声，近得让人觉得守护铳仿佛是贴在耳边发射，有那么几秒，他们甚至听不见自己的心跳声。
火舌在清晨湿润的空气中舔出伤口一般的长痕，天光乍破。
"费德里科": 拉特兰公证所执行者费德里科，鸣铳示警。
"费德里科": 教皇厅枢机辅佐官蕾缪安、万国信使奥伦，还有随我同来的第六厅技术员斯普莉雅，立即停止你们无谓的争斗。
"费德里科": 我没有必要理解你们的立场，更没有必要调停你们的冲突。
"费德里科": 任务尚未完成，新生的变故尚有继续恶化的可能，这座异乡的修道院此刻需要秩序。
"费德里科": 如果如你们所说，你们没有矛盾，却争执难断，拥有共感的群体却依旧有崩解的可能......
"费德里科": 那么我来维持秩序。
"费德里科": 鸣铳同样是对外面特勤部队的示警，拉特兰的官方军队决不能贸然进入安布罗修修道院。
"费德里科": 奥伦，你私下调动了他们，那么就由你来负责约束。让他们后退一公里待命。
"费德里科": 蕾缪安，斯普莉雅，你们此前与居住在这里的萨科塔和萨卡兹接触较多，接下来负责安抚他们的情绪，防止事态恶化。
"费德里科": 完成任务后，前往礼拜堂会合。里凯莱已经发现了一些线索，正在追查。
"费德里科": 而我会尽快找出这几起异常事件背后的人。
"奥伦": ......
"斯普莉雅": ......
"蕾缪安": ......
"费德里科": 现在，行动。

"？？？": 祷告结束，请各位领取并享用圣餐。
"里凯莱": 唉......紧赶慢赶，终究还是没来得及。
礼拜堂的门留了一条缝，里凯莱贴过去看了看，领完无酵饼和葡萄酒的众人已经回到了座位上。
隔得远远的，祷告台上年迈的主教抬头看向门外，里凯莱有种和对方对视了的错觉。
里凯莱停顿了一秒，然后将礼拜堂的大门合紧。他想了想，又从腰间掏出一支备用铳柄将门的把手别住。
"里凯莱": 差不多了，接下来就只能等里面......结束了。
"里凯莱": 唔？这么果断，看来是费德里科......他都遇到了情况，那这边就只剩下我一个人收尾了......
"里凯莱": 真麻烦啊。
"里凯莱": 早知道，还不如领另外那份去萨尔贡调查失踪的万国信使的任务呢，远是远了点，但那帮和黄沙打交道的家伙情感总不会这么复杂。
"里凯莱": 难不成，我注定要成为一个工作狂？还真是应了那句不知道哪儿听来的俗语，“命不由人”。
"里凯莱": 唔，膛线与触发装置正常，守护铳随时可以使用。
"里凯莱": 万一里面的人待会儿都......一发一个能解决吗......子弹可能不够。难不成用拳头？
"里凯莱": 等回到拉特兰，得向公证所申请一次奖励休假才行，这个工作量，不可能不给批吧。



10.HE-8 愿跟随主



(灰幕)
"修道院主教": 一切都已经准备好了，众人会在晨会上吃下它......吃下最后一顿餐食。
"修道院主教": 你的琴声......会为我感到悲哀吗？还是庆贺？
"修道院主教": 我不懂音乐，阿尔图罗。就像我无法理解你。
"修道院主教": 你站在这里，我与你共感，但你仿佛一片空白。
"阿尔图罗": 我不过是依照我的意愿自由演奏，阁下。我的音乐只是一面镜子。
"修道院主教": 镜子......呵。
年迈的主教端起瓷盘，双手在琴声中颤抖着。
他仿佛在与幽暗中回荡的琴音角力，等待着对方的终结。
多年前修道院里响起乐声时，他还很年轻，年轻到在喷泉里的倒影中看不见一根白发。
荒野的羽兽被吸引到这片移动的沃土上，在管风琴声中振翅，飞过广场。年迈的老主教将修道院交给他，最年轻的修士斯特凡诺。
//////  “你要留众人活在乐园之中。”  //////
//////  我要如何留众人活在乐园之中？  //////
如今历经沧桑的主教托雷格罗萨闭上眼睛。
琴音依然回荡着，回荡着，回荡着。然后——
他松开了手。
(震动)
"阿尔图罗": ......啊。
"阿尔图罗": 多痛苦啊，这就是你的选择。

(灰幕结束)
"费德里科": ......
礼拜堂紧闭的大门里传来模糊的说话声。
费德里科站在空旷的大厅中听了片刻，然后转身走上了楼梯。
"费德里科": ......装备正常。
"费德里科": 截至目前，唯一的损失为一枚通讯器。
