
《10.破碎日冕》

01.10-1 被追逐者
"海蒂": 白轮先生，前面的路怎么了？
"罗德岛干员": 通道出现局部坍塌！三位战士没有来得及躲开——
"海蒂": ......
"海蒂": 绕开坍塌！我们继续往前走。
"海蒂": 记住，这一路上，无论有谁牺牲，我们都不能停下来。

"自救军战士": 上来，快上来，看到列车了吗？
"自救军战士": 看样子萨卡兹还没发现我们，我们想办法混上车，把控制权抢到手——
"洛洛": 哈默哥，小心！！
(震动)
"洛洛": ......
(震动)
"自救军战士": 是萨卡兹狙击手！他们在埋伏我们！
"自救军战士": 洛洛，我们只要一冒头，就会被打！我们最好马上掉头回地下！
"洛洛": 回去......更危险。
"洛洛": 指挥官说了，我们唯一的机会就是在萨卡兹毁掉地下空间之前，让列车动起来。
"自救军战士": 可是哈默他......
"洛洛": 哈默队长牺牲了。
"洛洛": 目前负责指挥的人是我。
"洛洛": 听好，我们必须在炮击中断之后，立刻开动列车。
"洛洛": 要是我倒下了，那就换下一个人——就算最后只剩下一个人，我们也必须让那个人从这里逃出去！

(震动)
"摩根": 这道门......是不是又要守不住了？
"自救军战士": 指挥官，我们去拦住他！
"推进之王": 别去，你们拦不住。
"自救军战士": 哈哈......罗德岛的朋友，我们难道不知道吗？
"自救军战士": 十三队的战士们，跟我上！
"因陀罗": 喂，你们怎么往回跑，别犯傻——
"自救军战士": 门、门破了！
"自救军战士": 射击，射击！榴弹！一起上！我们跟这怪物拼了！！！
(震动)
"自救军战士": 呃......呃啊——！
"推进之王": 他......来了。

烟尘散去，一道身影出现在漆黑通道的尽头。
那并不是什么张牙舞爪的怪物，没有扭曲的肢体，没有尖锐的獠牙和利齿，也并未长出什么多余的触须。
他看起来就像一个照片会被刊登在报纸上，喜好对伦蒂尼姆的政治经济局势侃侃而谈的年轻贵族。
假如......他脚下的地面不是浸透了鲜血的话。
"？？？": ......好臭的味道。你们的战斗方式未免太脏了。
"自救军战士": 怪物......
"自救军战士": 你......你休想靠近指挥官......
"自救军战士": 我、我的手？还没碰到就——啊！
"？？？": 唔......这气味就舒适多了。
"？？？": 我不介意......用你们身上唯一有价值的东西清洗一下地面。
血魔轻轻抬起手指，就像举起一个水晶酒杯，或者应和一段音乐的节拍。
阴影自他脚下一跃而起，捉住了战士们的躯体，缠绕上他们的四肢。
惨叫声完全被喷涌而出的液体吞没。
浓烈的血腥味钻入了鼻腔。鲜红色溢满了整个视野。
站在通道另一头的人瞬间明白过来。
追逐着他们的原来并不是阴影，而是浓稠到了极致的血液。

"因陀罗": 华法琳和可露希尔......她们本来的面目也是这样子的吗？
"摩根": ......你想说的第一句话竟然是这个？！
"因陀罗": 不然你让我想什么？总比满脑子都是害怕来得强吧？
"摩根": 跑啊，赶紧跑！
"？？？": “魔王”在哪里？
"自救军战士": 你在说什么——
"？？？": 难得我愿意走这么远来觐见她，她竟然躲在你们这些弱小生物的背后，不敢与我见面？
"自救军战士": 啊——！
"推进之王": ......阿米娅。
"推进之王": 他是来找阿米娅的。
"摩根": 你是说他嘴里那个什么什么王？你确定那是指阿米娅？阿米娅不是卡特斯吗？
"推进之王": 算了，这不重要。
"摩根": 但是阿米娅不在这里......
"推进之王": 这是好事。
"摩根": 呃，也对。就算是阿米娅，也未必能挡得住这老怪物。
"摩根": 不知道她和博士是不是快成功了......唉，我想什么呢，就算他们能关闭城防炮，眼下我们也快被撕成碎片了。
"摩根": 维娜，我们该怎么办？
"推进之王": 跑。
"推进之王": 我们不想......更不能死在这里。
//////  奔跑吧，维娜。  //////
//////  奔向你眼前的黑暗。什么都不要想。  //////
//////  这些管道会带你去任何你想去的地方。  //////

(震动)
"阿米娅": 不能再这样僵持下去了。
"阿米娅": 博士，退后一些。
"阿米娅": 接下来我会凝聚更强的能量，我必须尽快击败曼弗雷德......
选项：
    分支1：不。

"阿米娅": 博士，请相信我。自从上一次解除限制，我成长了许多。
"阿米娅": 我知道我们才刚刚进入伦蒂尼姆，我不会放任自己在这里倒下。
选项：
    分支1：他希望你这么做。

(震动)
"阿米娅": 唔......他的能量释放变得更密集了！就像......就像一张网一样，头顶，脚下......到处都是！
"阿米娅": 空气里......都是看不见的源石结晶！他把这些分散的结晶当成攻击的信标！
"费斯特": 难怪，这效果简直就像有隐形无人机到处扔炸弹一样！
"阿米娅": 费斯特先生，你和可露希尔必须离远一些......万一被卷进来，你们不可能躲得开！
(震动)
"曼弗雷德": 你还可以更用力一些，卡特斯。
"阿米娅": 这能量流......正在受我的法术催动......
"曼弗雷德": 感受一下吧，这是你亲手编织的牢笼。
"阿米娅": 越挣扎......就越逃不脱吗？
"曼弗雷德": 卡特斯，你说我的心思并不在与你战斗上，你只说对了一半。
"曼弗雷德": 我要把你绑到殿下面前。伦蒂尼姆城内的萨卡兹们......并不想看见一位异族人借着君主的力量到处招摇。
"阿米娅": 我不能，也并不想号令他们。
(震动)
"曼弗雷德": 你当然不能。
"阿米娅": 但他们也不该被特雷西斯号令。
"阿米娅": 我在卡兹戴尔逗留的时候，见过很多萨卡兹战士。他们之中的很多都是雇佣兵。后来，在切尔诺伯格......我又一次见到了他们。
"阿米娅": 即使是在被塔露拉利用的时候，他们也至少知道自己每一次战斗的敌人是谁，知道自己是在用命换第二天用得上的东西。
"阿米娅": 而现在呢？你们把他们困在了一座异族的都城里，从我进入的那一刻起，我就感受到了他们的愤怒，焦躁，还有迷茫......
"曼弗雷德": 你读了我的战士们的情感？
(震动)
"阿米娅": 又......收紧了？你在愤怒？
"曼弗雷德": 卡特斯，有没有人告诉过你，你太自负？你不过就是一个感染者，你从来没有体验过真正属于萨卡兹的人生。
"曼弗雷德": 仅仅是在一旁看着，你凭什么认为自己真的能理解我们的痛苦与愤恨？！
"阿米娅": 是的，也许我不理解。
"阿米娅": 但是......烧在你们心中的那把火，它从遥远的过去一直烧到现在，从最初的卡兹戴尔烧到如今的伦蒂尼姆，至今也仍在我心中。
"阿米娅": 那是滚烫的。那种滚烫无比真实，远胜任何言语和法术能带来的幻觉。
"曼弗雷德": 随你怎么说，感染者。
"曼弗雷德": 我清楚你这股力量的由来。
"曼弗雷德": 一个谎言被编织出来之后，并不会因为撒谎的人自己也深信不疑，就变得更加真实。
"阿米娅": 萨卡兹，感染者......
"阿米娅": 不管你给我们各自安的是什么身份，我们都只是想在种种不公正的境遇中活下来的普通人。
"阿米娅": 而特雷西斯却把所有人带入了一场无望的战争中——看看城外那些维多利亚大公爵的军队吧。
"阿米娅": 只要哪一天他们的矛指向了同一个方向，卡兹戴尔也好，伦蒂尼姆也好，等着萨卡兹的都只有毁灭。
"阿米娅": 无论你们在用什么驱使他们，血统，权位，名利......这才统统都是谎言！
(震动)
"曼弗雷德": ......仓促之间重新编织了能量，撑开了一点空间？
"曼弗雷德": 我没有想错，卡特斯。
"曼弗雷德": ——你很危险。
"曼弗雷德": 你的力量，你的言辞......虽然无法撼动我们最坚强的战士，但的确会给我们的敌人带去希望的幻象。我不想让他们挣扎更久了。
"曼弗雷德": 你只能在这里停下来。我不会再让你进入这座城市——
"阿米娅": 而我会踏碎你的牢笼！
"？？？": 这恐怕还称不上什么牢笼。
"阿米娅": 嗯......？
"曼弗雷德": 有人在改变我法术的能量密度？
"曼弗雷德": 等等，又是你......
"Misery": 博士，我是不是来得有点迟？
"Misery": 要在伦蒂尼姆的城墙内部找到一条通路......就算是我，也很困难。
"Misery": 好在我找到了几位出色的帮手。
选项：
    分支1：辛苦你了，Misery。

选项：
    分支1：阿米娅，我们换个战场。
    分支2：可露希尔，无人机定位。
    分支3：费斯特，滑索。

选项：
    分支1：现在，我们跳下去。

数分钟前
(灰幕)
"可露希尔": 博士，我在人群中锁定了曼弗雷德。
"可露希尔": 呃，他身边人很少......
选项：
    分支1：他并不害怕我们接近他。

"可露希尔": 他是不是超能打啊？我看他的样子就很能打，说不定特雷西斯教了他好多招。
"可露希尔": 我们真能在五分钟之内把他揍得老老实实停下炮击吗？
"可露希尔": 不，我说错了，没有什么我们。到了这一步，战斗力方面你不能把我和费斯特算上。搞后勤的冲上去就是送死。
"可露希尔": 阿米娅，只能靠你......
"阿米娅": 曼弗雷德是强敌。
"阿米娅": 但我们这一路上......以及前面还会遇上的，强敌一定不会少。
选项：
    分支1：阿米娅，你要吸引曼弗雷德的全部注意。
    分支2：可露希尔和费斯特准备好从墙上撤退。
    分支3：我们等的人就快来了。

(灰幕结束)
"曼弗雷德": 故伎重施，你真的以为我会让你带人逃走第二次？
一股能量急冲而来，仿佛能在空气中锁定方位。
(震动)
你几乎觉得那剑锋触到了自己的脚尖。
(震动)
直到一面盾挡在了你们面前。
"？？？": 萨卡兹，你别想追上去。
"？？？": 你的对手在这里。
"曼弗雷德": ......
"曼弗雷德": 白狼，我没想到你会再次来到我的面前。
"曼弗雷德": 这通道竟然是双向的，在带走他们的同时，把你送了上来？
"号角": ......不是我，是我们。

在号角身后，一个士兵站了起来。
(震动)
然后是第二个，第三个。
(震动)
十多个维多利亚士兵挡在萨卡兹将军的身前。
所有人都不再伪装。
他们的制服各式各样，多数都有着多次战火灼烧的痕迹，有的沾满了泥土和蛛网，有的沾上了自己和战友的鲜血。
他们手上的武器也各不相同，有的尚拿着制式刀剑，有的却只能举着自己做的弓弩。
但他们脸上都有着相同的神采。
这一次，除非永远倒下，否则他们绝不会再后退。

"曼弗雷德": ......一群残兵，也想战胜我？
"号角": ——
(震动)
"曼弗雷德": 拿上武器的你也不是我的对手。
"曼弗雷德": 你难道忘了，上一次你能从我手上侥幸逃脱，全凭那个罗德岛的萨卡兹插手？
"号角": 别再东张西望了，萨卡兹。
"号角": 在战场上，不尊重对手的人，一定是先倒下的那一个。
(震动)
"曼弗雷德": 你的嘴说不定比你的盾要硬一些。
(震动)
"号角": 唔——
"号角": 注意敌人攻击方向，盾后集合！
"曼弗雷德": 虽然我本来就计划除掉你，但我没想到你会这么急着来送死。
"曼弗雷德": 我还以为你多少有一些战术素养，白狼。
"曼弗雷德": 带着一群伤兵与我对抗，让士兵们一个接一个地送命，这就是你所谓的职业精神吗？
"号角": 你......别忘了你正站在哪里。
"号角": 这是伦蒂尼姆的城墙。
"号角": 萨卡兹，不要以为你们已经征服了伦蒂尼姆。
(震动)

"号角": ——你看。
"号角": 我们还站在这里呢。


  <行动后>


(震动)
"曼弗雷德": 你们已经不剩下几个人了。
"曼弗雷德": 放在以往的战场上，想要拖住我，维多利亚至少要出动两个以上的蒸汽骑士。
"曼弗雷德": 再看看你们——
"曼弗雷德": 你们只是一群普通的士兵而已。
"号角": ——保持阵型！
"号角": 盾还有能量的，跟我站在一起！
"号角": 狙击手，保持火力输出，牵制敌人！
"罗本": 是，号角！
"号角": 我说过——他再强，也只是一个肉体凡躯的萨卡兹感染者而已，他的源石技艺会有极限！
"曼弗雷德": 想等法术消耗我的身体？
"曼弗雷德": 你们根本活不到让我力竭的时候。
(震动)
"维多利亚士兵": 呃！
(震动)
"号角": 布莱克！
(震动)
"维多利亚士兵": 号角，接着我的剑——
"号角": ——好。
"曼弗雷德": 在倒下的时候，他们向你投去的目光中，竟然还带着希望。
"曼弗雷德": 这样的光芒，我以为不会在伦蒂尼姆再见到了。
"曼弗雷德": 但这微弱的光亮，还能持续多久？
"罗本": 号角！
(震动)
"号角": ......罗本？
(震动)
"罗本": 哈......哈......从这里倒下去的话......不过就是......回到......回到......回到伦蒂尼姆的土地上。
"号角": ......
(震动)
"号角": 萨卡兹！！！
(震动)
"曼弗雷德": ......一次性把剩下的弹药全部打了出来？
"曼弗雷德": 干得不错。你第一次让我停下了脚步。
"曼弗雷德": 但在这之后，你已经无计可施。
"曼弗雷德": 在看到同伴们一个个死去之后，你也丧失斗志了吗，白狼？
"号角": ......

//////  丽塔。  //////
//////  我理解你对你父亲的失望。  //////
//////  是的，我们体内流淌着战士的血液。  //////
//////  但就像维多利亚发明了蒸汽火车，又在几十年后将蒸汽技术抛弃一样——  //////
//////  如今的维多利亚取下了那顶本该被仰望的王冠，也不再需要像我和你的曾祖母这样的战士为她厮杀。  //////
//////  终有一天，白狼会和他所追随的狮子帕夏一起，变成只留存于史书上的模糊影像。  //////
//////  你的父亲看到了这一点，为了避免家族被时代的浪潮撕碎，他磨钝了自己的利爪。  //////
//////  但你不一样。  //////
//////  你成长在变化中的维多利亚。  //////
//////  丽塔·斯卡曼德罗斯，你不需要再为了阿斯兰王四处征战。  //////
//////  但维多利亚依旧是你的家。  //////

"号角": 萨卡兹......只要你们占着我们的城市一天，我就始终有战斗的理由。
"号角": 在想要打倒你这一点上，我和每一个维多利亚人一样。
"曼弗雷德": 你的盾没什么用了。
"号角": 我还有剑。
"曼弗雷德": 这把剑......呵，也只是一把普通的剑。
"曼弗雷德": 你拿着这样的剑就想与我战斗？
"号角": 哈......不要小瞧它，也不要小瞧我。
"号角": 你惦记着的......蒸汽骑士......
"号角": 在脱下维多利亚为他们打造的甲胄以后......
"号角": 他们也只是——
(震动)
"号角": 维多利亚人！
(震动)

"费斯特": 我们居然......进来了？这墙为什么变得这么软......
"可露希尔": 没错啊，刚刚那个瞬间，我还以为我的脑袋会在伦蒂尼姆的城墙上开花啊！
"阿米娅": 是Misery的源石技艺，他不会让你受伤的。
"Misery": 嗯......凯尔希跟我说，你的大脑是罗德岛的重要资产。
"可露希尔": 我的手也不便宜啊！
"可露希尔": 有了这一趟，我再也不嚷嚷着要搭你便车了......蹭你的源石技艺，还不如让煌抱着我蹦来蹦去更舒服！
"可露希尔": 你说是不是啊，博士？
选项：
    分支1：你的手没停止干活，说明还行。
    分支2：被煌提着也舒服不到哪里去。

选项：
    分支1：Misery最好休息一会。

"阿米娅": 是的，Misery，我看得很清楚......曼弗雷德那一剑，差点就刺中你了。
"Misery": 那只是他无可奈何下的一击。
"Misery": 你成功挑起了他的怒火，这让他忽视了我的靠近。我还以为我骗不了他第二次。
"阿米娅": 我并不是有意......
"阿米娅": 当他质问我的时候，我确实感到了他的愤怒。那怒火是冲我而来的。
"Misery": 如果曼弗雷德用上全力，靠他们几个人，拖不了多久。我最好......咳咳咳......
"阿米娅": Misery，我知道你想去帮那位维多利亚军官，但像今天这样连续使用大规模的物质转换源石技艺，对你的身体损耗太大了。
"Misery": ......放心吧，阿米娅。
"Misery": 我一时半会还死不掉。而且，我答应了凯尔希......
"阿米娅": 你们这些精英干员......答应凯尔希医生的事还少吗？
"阿米娅": 给自己注射应急药剂。伦蒂尼姆的战斗才刚刚开始，我不想再发现你跑到没人看得见的地方，把几乎吐出来的血一口一口地咽下去。
"Misery": 阿米娅，有敌人过来了。
选项：
    分支1：阿米娅，拦住他们！

选项：
    分支1：费斯特，给我绑六根滑索。

选项：
    分支1：可露希尔，我们去装炸弹。

"阿米娅": 嗯，Misery帮我们找到了伦蒂尼姆城防系统的弱点......我们必须毁掉这间控制室。

"曼弗雷德": 速度很快——白狼，这才是你的本来面目吗？
"曼弗雷德": 这样凶猛的尖牙与利爪，却被维多利亚的贵族礼仪驯化......这真的值得吗？
"号角": ......萨卡兹，你此刻的样貌，难道不曾被所谓的文明包装过？
"号角": 我听说你们以前可不是这副模样。
(震动)
"曼弗雷德": 即使你拼尽全力，也依然杀不死我。只要城防系统依然在运转——
(震动)
"曼弗雷德": 不，等等，白狼，你也只是想拖住我！
"曼弗雷德": 你——你和罗德岛的人又一次合作了。
(震动)
"曼弗雷德": 你知道他们是谁吗？你知不知道那个领头的卡特斯......
(震动)
"号角": ......我只知道，他们能阻止你。
(震动)
"曼弗雷德": 白狼，万一今天你们真的能成功......那你会亲眼看见伦蒂尼姆的高墙塌下一角。
"曼弗雷德": 这是你想见到的吗？永不陷落的伦蒂尼姆，可能从此神话不再——
"号角": ......从此吗？
"号角": 既然你能站在这里，那么......伦蒂尼姆的未曾陷落，就仅仅只是一个自欺的笑话。
"曼弗雷德": 该死！要是让外面那些大公爵注意到——
"号角": 你知道吗？你的脸上终于出现了一丝惊慌。
"号角": 这就说明我的决定是正确的。
"号角": 假如这面高墙......存在的意义仅仅是挡住城内维多利亚人的惨叫，那它早就失去了最初的意义。
"号角": 就该让那些大公爵听一听！
"号角": 听一听......我们的同胞是如何在你们的屠戮下哭嚎的！
(震动)

"伦蒂尼姆市民": 我们......我们还有多久能出去？
(震动)
"伦蒂尼姆市民": 呜......这通道是不是快完全塌了......我们会不会都死在这里？
"海蒂": 别看脚下，也别回头。
"海蒂": 实在害怕的话，看看前面的路吧。
"海蒂": 信号灯还亮着。这是我们的战士为我们点亮的希望。
"海蒂": 等那点灯光慢慢变亮......我们就能重新看见伦蒂尼姆的日光。

(震动)
"自救军战士": 萨卡兹的火力太强了——
"自救军战士": 洛洛，我们根本无法靠近列车。
"洛洛": ......
"自救军战士": 炮轰也还没有停下来......下面的人还坚持得住吗？我们还有多少时间？
"自救军战士": 指挥官他们也没了消息......
"洛洛": 我......我相信我的家人。
"洛洛": 这是支撑我走到这里的唯一理由。

"因陀罗": 混蛋，怎么都甩不掉！
"摩根": 不......他刚才的速度你们都看见了吧？
"摩根": 他像故意放慢了脚步，硬是......硬是看我们逃了这么久......
"因陀罗": 这是什么变态啊？
"？？？": 嗯......听听你们的呼吸声与心跳声。你们终于跑累了吗？
"推进之王": 这就是......萨卡兹的荣耀吗？
"推进之王": 这根本称不上一场战斗。
"？？？": ......战斗？
"？？？": 你对我有些误解。
"？？？": 既然“魔王”不在，那么这里就根本没有与我匹配的对手。
"？？？": 你会与一群肉兽谈论荣耀吗？在你明知道狩猎它们只能带来一些感官刺激，最终它们只配作为一道前菜出现在晚餐饭桌上的前提下？
"推进之王": 你把我们......当成猎物？
"推进之王": 即便你是萨卡兹，这种为了个人喜好而大肆杀戮的行径，也未免太野蛮了......
"？？？": 不要以你们所理解的文明揣度我。这对我而言是最可怕的污蔑。
"？？？": 在肮脏的瓦砾把你们砸成肉末之前，试着反抗我吧。
"？？？": 我会借由你们的鲜血记录你们临死前的思绪......所有的恐惧，不甘，愤怒......让它们尽情地涌向我！
"因陀罗": 维娜，快过来——
"推进之王": 不。
(震动)
"摩根": 维娜！
"推进之王": 摩根，你也退下。
"推进之王": 唔......
"克洛维希娅": 你要挡在我们所有人面前，与他对抗？
"推进之王": ......是的。
"克洛维希娅": 你不是他的对手。
"推进之王": 我知道。
"克洛维希娅": 就算你会被他瞬间撕碎，血肉变成这管道里最不起眼的一摊污迹，你也不准备转身逃走？
"推进之王": 除非......你们能跑得比我快一些。
"克洛维希娅": 为什么？
"推进之王": 因为......
"推进之王": 不为什么。我只是想这样做。
"推进之王": 在我们头顶的城市朝我们倒下来的那一刻，我想做最先拥抱它的那一个。
"克洛维希娅": 这样的话......
管道里的信号灯似乎亮了一些。
是眼花吗？为什么伦蒂尼姆的地下会有星光？不......即使是在地面上，他们也有多久没有见到阴云背后的星星了？
推进之王眨了眨眼睛。
她忽然明白过来，那根本不是什么星辰。

那是一个按钮。
原本覆于其上的污泥被震落了，现在那个按钮正在发光，而她恰好知道那是做什么的。

三岁那年，她第一次被带到王宫地下。
她的老师驮着她，用巨掌引着她按下了这个按钮。
伦蒂尼姆的地下空间伸展着自己的筋骨，朝未来的王露出了自己生机勃勃的血管。

二十多年后——
她第二次见到了它。

"可露希尔": 所有节点上的炸弹都安装好了！
"费斯特": 博士，我准备好撤退了！
"萨卡兹战士": 这里，快来这里，阻止他们——
"阿米娅": 唔......
(震动)
"可露希尔": 阿米娅！糟了，他们人怎么来得越来越多......是不是Misery去晚了，他们没拖住曼弗雷德？
"阿米娅": 我来拦住他们，你们先走！
"阿米娅": 博士，把引爆器给我——
选项：
    分支1：不。

"阿米娅": 博士，我得控制住这些敌人，你们才有撤退的机会！
"阿米娅": 等你们成功撤离，我马上就引爆这间控制室——
选项：
    分支1：不。

"阿米娅": 博士，我们不能再等了，无论是自救军的战士、维多利亚的士兵，还是海蒂小姐与推进之王小姐......
"阿米娅": 还有每一个正在遭受炮轰的维多利亚人，大家都等不了了！
(震动)
选项：
    分支1：阿米娅，抓住我的手。

选项：
    分支1：告诉我，什么时候按下引爆的按钮。

"阿米娅": 博士......！
(震动)
"萨卡兹战士": 咳咳......铺天盖地的黑色线条......什么都看不见了！
"阿米娅": 就是现在！
(震动)

"阿米娅": 博士，您为什么......要挡在我面前？
//////  因为我想这样做。  //////
"阿米娅": 我已经......已经不是那个脆弱的小孩子了......
"阿米娅": 我不会再拖博士的后腿。我能抵挡住这些法术和烈焰。
//////  我知道。  //////
//////  阿米娅如今很厉害。可能比我厉害得多。  //////
//////  但是无论给我多少次选择的机会......  //////
//////  无论我们面对的是德拉克的火焰，还是这些爆炸的火光......  //////
//////  我都想这样做。  //////
"阿米娅": 博士......
(震动)
"费斯特": 呼......捞到你们了！
"费斯特": 博士，原来你让我提前挂在你腰上的六根滑索是这时候用的？
"费斯特": 虽然会行动不便吧......算了，反正你平时也跑不了多快......
"可露希尔": 无人机，起飞！

"可露希尔": 博士，惊不惊喜？为了回应你的需求，我终于给无人机开发出了——拉人滑翔功能！
"可露希尔": 虽然续航能力有限，但至少够我们安全落地——
选项：
    分支1：是时候让爆炸来得更猛烈一些了。

(震动)

"曼弗雷德": 控制室——！
"号角": 他们......做到了......
(震动)
"号角": 唔......
"曼弗雷德": 你......你早就没有力气了？你甚至都没法再挥剑......
"曼弗雷德": 你竟然......就只是竭尽全力地站着而已。
"曼弗雷德": 换作别人，你受的这些伤早就够他昏死十次了！
"号角": ......这才发现？迟了。
"曼弗雷德": ......
"萨卡兹战士": 将军，控制室的爆炸影响了防御炮，炮台连着这一小块墙体结构都遭到了严重破坏——
"萨卡兹战士": 再不走的话，我们都会摔下去！
"曼弗雷德": ......通知所有人，撤退！
"萨卡兹战士": 那这个士兵......
"曼弗雷德": ......我已经击败了她，但要击倒她，却要再花一些工夫。
"曼弗雷德": 而这里已不值得我搭上这些时间。
"号角": 哈......哈哈......
"曼弗雷德": 维多利亚的白狼，你是个可敬的对手。
"曼弗雷德": 要是你还能活着走下这面城墙的话——
"曼弗雷德": 下一次见面，我会用我的剑为你送去......配得上你的英勇的死亡。
(震动)

"号角": 下一次......
还会有下一次吗？
伦蒂尼姆的城墙正在塌陷。
她也在不断下落。
"号角": 我......我做到了。
"号角": 直到......你们离开之前......
"号角": ......我都没有倒下。
血液的流失让她几乎失去了最后一点知觉。
但她的身体像是变成了剑与盾的一部分，比铁还硬，除非被打碎，否则绝不弯折。
维多利亚打造出来的武器，依旧驻在伦蒂尼姆的城墙上。
维多利亚磨炼而成的战士，也会守在伦蒂尼姆的城墙上。
直到城墙一角砸向伦蒂尼姆的地面——
她也会回到生养她的土地上。
"号角": 这面墙......到底有多高？
"号角": 为什么我好像......
......在往上飞？

"？？？": 号角，你还能动吗？快抓住我的手！

"号角": ......罗本？
"号角": 你......没......
"罗本": 是的，我没死！我运气好，摔下去的时候抓住了外墙结构，然后又被Misery先生救了！
"Misery": 来吧，士兵，你的仗还没有打完。
"号角": ......你们啊，就真的不打算让我休息一会吗？
(震动)
"罗本": 不行！
"罗本": 号角，你别闭眼睛，别忘了，你的士兵还在这里！你不能倒下！
"号角": 罗本，你变得就和......和我的某个队员一样吵闹。
"号角": 算了......我从来就拿你们没办法。

她的视野恢复清晰。
伦蒂尼姆的城墙还在那里，虽然最高处多了一个小小的缺口，但看起来依旧巍峨坚硬。

(震动)
"摩根": ......这震动？
"因陀罗": 地下结构终于被大炮轰塌了吗？
"摩根": 不，不是的。
"摩根": 这震动是来自我们脚下——
"摩根": 维娜，你做了什么？
"推进之王": ......我找到了一条可以走的路。
"自救军战士": 这截通道......在往上移动？
"自救军战士": 怎么会这样，我们在这里待了这么长时间，根本就不知道还有这样的机关啊？
"克洛维希娅": ......总有一些“本地人”，知道的会比其他本地人更多一些。
"推进之王": ......
"因陀罗": 那个怪物......
"因陀罗": 它还会不会追上来？
"推进之王": ......会。
"推进之王": 但也许不是今天。

"？？？": 竟然找到了新的逃跑方向？
"？？？": 啊......难怪，难怪。
"？？？": 这个气味......是那个菲林散发出来的吗？
"？？？": 不......所谓王族不过是为了巩固权位而生造出来的谎言，与这个国家的文明一样可笑。
"？？？": 就算她是那个逃跑的小狮子，她的血液味道也不会和其他菲林有任何差别。
"？？？": 那这个截然不同的味道......
"？？？": 有趣。
"？？？": 特雷西斯知道这件事吗？
你不会有机会追上去确认的。
"？？？": 哦？
"？？？": 我记得你是谁。你是那个......特雷西斯身边的小学徒。就算你的老师站在这里，他也未必能轻松拦下我。
他已经没有资格再当我的老师。
"？？？": 嗯？
"？？？": 这个咒术的气息......你也来了吗，小女妖？我还以为你正在城里与我的随从们玩游戏。
区区学艺不精的施术者，他们还不足以绊住我的脚步。
"？？？": 唉......这下难办了。
"？？？": 这即将坍塌的地下通道可不是什么王庭聚首的好地方。
他眼里是不是完全没有我？就因为我既没有跟特雷西斯学过本事，也没什么高贵的血液吗？
这啰里啰嗦的老头子真的惹恼了我。我要用一百颗炸弹给他开一个欢送晚会，你们没意见吧？
(震动)

"曼弗雷德": ......汇报情况。
"萨卡兹战士": 罗德岛的人从控制室跳了出去，有那个卡特斯在，我们没办法成功狙击——
"曼弗雷德": 地下通道的反抗军呢？
"萨卡兹战士": 呃，我们侦测到下面发生了爆炸......大君还没回来。
"曼弗雷德": 赫德雷在哪里？
"萨卡兹战士": 他受了重伤，目前正昏迷不醒。
"曼弗雷德": ......
"曼弗雷德": 聚集剩下的人手，一队人立刻检查城防系统，汇报损失。我们随时要做好启动更多防御炮......甚至主炮的准备。
"曼弗雷德": 剩下的人，包围车站。活下来的反抗军一定会从那里走。
"萨卡兹战士": 有......有斥候回报，他们发觉有另一拨人正在迅速靠近车站......
"曼弗雷德": ......
"？？？": 曼弗雷德，不要太责怪自己。你已经尽力了。
"曼弗雷德": 您怎么来了——

"自救军战士": 洛洛，快看城墙方向——
"洛洛": 城防炮......被关闭了？
"洛洛": 发信号！
"自救军战士": 来了，大家都上来了！
"自救军战士": 但是萨卡兹......都在往这里涌！
"萨卡兹战士": 拦住他们！把他们都杀光！
"洛洛": 只要打退这些萨卡兹，我们就能启动列车！
"萨卡兹战士": 别以为你们能轻松走掉！
"洛洛": 唔——
(震动)
"萨卡兹战士": 怎么另一个方向也有反抗军？
"洛洛": 呃？
(震动)
"洛洛": ......是援军？
"自救军战士": 有一支队伍从北面冲破了萨卡兹士兵的封锁！
"自救军战士": 他们......他们是谁叫来的？
"自救军战士": 难道我们之前派出去向中央城区求援的信使还有活下来的？
"维多利亚雇佣兵": 萨迪恩区的朋友们，你们干得不错！
"维多利亚雇佣兵": 下面的战斗，可以让我们这些更专业的接手了！
(震动)
"自救军战士": 他们动起手来......好像要有经验得多......
"洛洛": 那是......那是罗德岛干员？
"达格达": ——
"达格达": 打散他们！
"达格达": 打出一条通道，确保自救军战士从地下通道安全撤出！
"达格达": 狙击手，干掉那几个通信兵——
"维多利亚雇佣兵": 是，孟塔古小姐！
"洛洛": ......孟塔古？
"自救军战士": 这名字听起来好耳熟，是不是什么上过报纸的贵族？
"洛洛": 不要分心！
"洛洛": 不管他们是什么身份，我们是站在同一边的！
(震动)
"洛洛": 能通行了！快，领着大家上列车！
"伦蒂尼姆市民": 呜哇......海蒂女士，我们上来了......
"海蒂": 嗯，我说过的，我们的战士不会让我们失望。
"克洛维希娅": ......是她的人。
"海蒂": 我们的信使成功联络上了她？
"克洛维希娅": 更确切地说，是你们罗德岛的信使。
(震动)
"因陀罗": 达格达！快看，是达格达！
"摩根": 那家伙......
"推进之王": ......嗯。
人群中的达格达也看见了她们。
她抛下了正与她缠斗的萨卡兹，毫不犹豫地冲到了通道口，朝灰头土脸的伙伴们伸出了手。
"达格达": 我......我很怕自己迟到。
"推进之王": 不，你没有迟到。
"推进之王": 对我们来说，你什么时候回来，都不算迟到。
